RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,00689.bmp, 18.956711, 0.312776 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,00705.bmp, 18.794568, 0.640051 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01043.bmp, 20.993290, 0.546575 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01048.bmp, 26.254202, 0.677467 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01276.bmp, 40.196738, 0.963809 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01283.bmp, 14.173141, 0.127387 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01706.bmp, 21.397221, 0.450521 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02315.bmp, 21.602602, 0.352881 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02817.bmp, 32.637915, 0.847838 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02830.bmp, -26.055416, 0.000014 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02831.bmp, NaN, NaN 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02832.bmp, 26.318770, 0.765513 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02917.bmp, 18.745850, 0.250827 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03337.bmp, 19.310525, 0.427905 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03400.bmp, 23.698213, 0.545825 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03403.bmp, 24.418209, 0.582800 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03439.bmp, 18.751685, 0.361883 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03589.bmp, 16.003776, 0.281066 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,04208.bmp, -520.876488, -0.000000 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,04733.bmp, 21.141920, 0.582799 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,00689.bmp, 21.336765, 0.447100 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,00705.bmp, 34.928320, 0.945521 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01043.bmp, 24.575489, 0.687980 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01048.bmp, 30.865115, 0.813534 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01276.bmp, 44.303407, 0.979679 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01283.bmp, 15.406960, 0.210898 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01706.bmp, 24.277641, 0.562576 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02315.bmp, 24.225112, 0.470267 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02817.bmp, 35.481523, 0.890004 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02830.bmp, 31.735265, 0.857424 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02831.bmp, 17.671258, 0.337498 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02832.bmp, 31.140522, 0.833865 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02917.bmp, 20.744521, 0.395026 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03337.bmp, 22.982869, 0.595835 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03400.bmp, 26.834474, 0.657613 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03403.bmp, 28.005746, 0.705086 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03439.bmp, 22.076504, 0.566037 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03589.bmp, 18.785848, 0.465455 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,04208.bmp, 17.482512, 0.384731 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,04733.bmp, 25.165343, 0.759666 
