MWCNN24, 0.250000,Bernoulli, 00880.bmp, 37.075359, 0.981528 
MWCNN24, 0.250000,Bernoulli, 00892.bmp, 38.914081, 0.989056 
MWCNN24, 0.250000,Bernoulli, 00986.bmp, 41.098238, 0.986198 
MWCNN24, 0.250000,Bernoulli, 01544.bmp, 32.405428, 0.964095 
MWCNN24, 0.250000,Bernoulli, 01594.bmp, 30.424716, 0.874397 
MWCNN24, 0.250000,Bernoulli, 03266.bmp, 43.329858, 0.974708 
MWCNN24, 0.250000,Bernoulli, 03275.bmp, 32.276071, 0.935513 
MWCNN24, 0.250000,Bernoulli, 03499.bmp, 43.916225, 0.977794 
MWCNN24, 0.250000,Bernoulli, 03906.bmp, 39.023236, 0.965092 
MWCNN24, 0.250000,Bernoulli, 04076.bmp, 31.447337, 0.911237 
MWCNN24, 0.250000,Bernoulli, 04519.bmp, 27.200022, 0.859012 
MWCNN24, 0.250000,Bernoulli, 04735.bmp, 40.155756, 0.973173 
MWCNN24, 0.300000,Bernoulli, 00171.bmp, 42.572537, 0.982609 
MWCNN24, 0.300000,Bernoulli, 00173.bmp, 35.534803, 0.938230 
MWCNN24, 0.300000,Bernoulli, 00180.bmp, 30.301139, 0.958512 
MWCNN24, 0.300000,Bernoulli, 00598.bmp, 44.068070, 0.992026 
MWCNN24, 0.300000,Bernoulli, 00602.bmp, 38.404152, 0.980801 
MWCNN24, 0.300000,Bernoulli, 00604.bmp, 31.282904, 0.900309 
MWCNN24, 0.300000,Bernoulli, 00741.bmp, 36.603956, 0.967241 
MWCNN24, 0.300000,Bernoulli, 00790.bmp, 46.466872, 0.994557 
MWCNN24, 0.300000,Bernoulli, 00880.bmp, 39.107027, 0.988107 
MWCNN24, 0.300000,Bernoulli, 00892.bmp, 39.078106, 0.982308 
MWCNN24, 0.300000,Bernoulli, 00986.bmp, 43.034153, 0.990451 
MWCNN24, 0.300000,Bernoulli, 01544.bmp, 34.529006, 0.976422 
MWCNN24, 0.300000,Bernoulli, 01594.bmp, 31.542229, 0.899494 
MWCNN24, 0.300000,Bernoulli, 03266.bmp, 44.197113, 0.978751 
MWCNN24, 0.300000,Bernoulli, 03275.bmp, 33.960021, 0.951414 
MWCNN24, 0.300000,Bernoulli, 03499.bmp, 44.811054, 0.981429 
MWCNN24, 0.300000,Bernoulli, 03906.bmp, 39.690439, 0.966551 
MWCNN24, 0.300000,Bernoulli, 04076.bmp, 33.182356, 0.931155 
MWCNN24, 0.300000,Bernoulli, 04519.bmp, 29.248096, 0.895031 
MWCNN24, 0.300000,Bernoulli, 04735.bmp, 40.976124, 0.977210 
MWCNN24, 0.400000,Bernoulli, 00171.bmp, 44.553437, 0.987094 
MWCNN24, 0.400000,Bernoulli, 00173.bmp, 38.193927, 0.962901 
MWCNN24, 0.400000,Bernoulli, 00180.bmp, 32.393910, 0.974385 
MWCNN24, 0.400000,Bernoulli, 00598.bmp, 46.508346, 0.994599 
MWCNN24, 0.400000,Bernoulli, 00602.bmp, 42.028329, 0.989606 
MWCNN24, 0.400000,Bernoulli, 00604.bmp, 33.727315, 0.941151 
MWCNN24, 0.400000,Bernoulli, 00741.bmp, 39.055877, 0.978524 
MWCNN24, 0.400000,Bernoulli, 00790.bmp, 47.327700, 0.995350 
MWCNN24, 0.400000,Bernoulli, 00880.bmp, 42.430934, 0.993678 
MWCNN24, 0.400000,Bernoulli, 00892.bmp, 43.875362, 0.994971 
MWCNN24, 0.400000,Bernoulli, 00986.bmp, 46.219491, 0.994883 
MWCNN24, 0.400000,Bernoulli, 01544.bmp, 38.535030, 0.989438 
MWCNN24, 0.400000,Bernoulli, 01594.bmp, 33.736673, 0.935838 
MWCNN24, 0.400000,Bernoulli, 03266.bmp, 45.511930, 0.983616 
MWCNN24, 0.400000,Bernoulli, 03275.bmp, 37.032107, 0.973113 
MWCNN24, 0.400000,Bernoulli, 03499.bmp, 45.624050, 0.984314 
MWCNN24, 0.400000,Bernoulli, 03906.bmp, 42.930184, 0.983551 
MWCNN24, 0.400000,Bernoulli, 04076.bmp, 36.312452, 0.956596 
MWCNN24, 0.400000,Bernoulli, 04519.bmp, 31.854102, 0.930137 
MWCNN24, 0.400000,Bernoulli, 04735.bmp, 43.055160, 0.984537 
