277.45,44.381,18.303,10.311,7.8623,7.0041,6.722,6.5122,6.4535,6.3276,6.2918,6.2294,6.2712,6.2494,6.2859,6.2216,6.2203,6.2539,6.225,6.1707,6.2668
188.55,44.725,27.498,17.994,14.526,12.644,11.758,11.293,10.956,10.818,10.901,10.787,10.843,10.877,11.004,11.006,10.927,10.82,10.85,10.708,10.734
255.76,67.293,39.969,26.186,21.757,19.446,18.173,17.416,16.977,16.846,17.101,16.895,16.934,16.816,16.947,16.908,16.764,16.867,16.765,16.581,16.636
331.98,58.617,25.535,14.263,9.9006,8.2125,7.3201,6.8561,6.6406,6.5413,6.5667,6.488,6.4728,6.489,6.4822,6.4408,6.4187,6.417,6.479,6.4082,6.4054
284.01,48.783,25.629,16.851,13.208,11.221,9.9975,9.4898,8.9844,8.7336,8.814,8.6476,8.6627,8.6422,8.6754,8.629,8.5879,8.5367,8.5548,8.4836,8.4734
215.6,47.452,29.706,21.242,17.963,16.329,15.356,14.646,14.478,14.075,14.244,14.176,14.249,14.184,14.131,14.161,14.228,14.154,14.031,13.854,13.971
249.07,52.073,27.783,17.425,13.674,11.732,10.405,9.5899,9.5246,9.3905,9.5948,9.5126,9.5308,9.3798,9.4082,9.4095,9.3202,9.3112,9.3522,9.2748,9.3802
249.53,46.586,20.237,9.8629,7.0725,6.0632,5.6319,5.4242,5.3699,5.3189,5.3757,5.3349,5.3894,5.3916,5.4277,5.4275,5.399,5.4051,5.3767,5.3581,5.309
188.56,50.657,32.343,19.683,14.109,11.524,10.195,9.3864,9.0615,8.8013,8.8117,8.7087,8.8797,8.8987,8.8976,8.8171,8.8076,8.7982,8.6855,8.6268,8.7205
214.85,63.117,39.896,23.306,16.546,12.691,10.747,9.3686,8.9119,8.6882,8.6491,8.5344,8.5162,8.4545,8.4105,8.3723,8.3454,8.4057,8.3634,8.2765,8.3322
292.62,44.566,20.978,12.459,9.1323,7.9706,7.2226,6.8804,6.6901,6.5729,6.5755,6.4471,6.4583,6.4251,6.4917,6.5473,6.4565,6.5006,6.4475,6.4048,6.4022
252.34,68.137,39.658,25.405,19.661,16.27,14.626,13.431,12.508,12.158,12.027,11.892,11.903,11.82,11.61,11.601,11.469,11.384,11.391,11.227,11.252
219.23,49.968,29.333,21.2,18.226,16.859,15.914,15.371,15.152,15.012,15.26,15.236,15.398,15.267,15.243,15.317,15.232,15.301,15.26,15.101,15.149
240.85,30.828,11.84,7.0833,6.128,5.792,5.7914,5.5977,5.6113,5.5673,5.617,5.5455,5.6373,5.5881,5.6261,5.5874,5.604,5.6346,5.59,5.5767,5.6451
289.67,61.413,34.562,22.511,17.484,14.719,13.573,12.71,12.237,11.755,11.844,11.686,11.601,11.347,11.386,11.507,11.451,11.426,11.302,11.247,11.292
302.84,33.986,13.11,7.4791,6.141,5.632,5.5268,5.4792,5.4909,5.3934,5.5144,5.4476,5.4332,5.4723,5.459,5.4594,5.4585,5.4398,5.456,5.3581,5.4265
238.39,39.323,19.253,11.903,9.3147,8.4244,7.8915,7.6497,7.5405,7.4467,7.5415,7.4092,7.4884,7.3828,7.379,7.3977,7.401,7.453,7.3754,7.3298,7.2788
237.56,51.396,31.258,22.005,17.496,15.094,13.957,12.92,12.16,11.826,11.839,11.605,11.708,11.623,11.573,11.571,11.318,11.43,11.365,11.274,11.321
261.19,71.085,47.478,34.306,27.606,24.088,21.678,20.195,19.482,18.806,18.721,18.285,18.108,18.184,18.074,18.19,17.911,17.835,17.54,17.342,17.635
226.61,35.165,16.666,10.362,8.2787,7.4857,7.1747,6.8444,6.8134,6.7388,6.8722,6.8226,6.9082,6.8737,6.8794,6.8013,6.8576,6.8107,6.798,6.7522,6.8315
277.64,45.438,20.843,14.454,12.925,12.553,12.534,12.345,12.338,12.273,12.357,12.342,12.304,12.356,12.315,12.3,12.313,12.317,12.267,12.249,12.369
188.7,45.692,29.385,20.611,17.881,16.521,15.997,15.855,15.648,15.613,15.77,15.751,15.809,15.859,15.899,15.953,15.826,15.734,15.758,15.67,15.697
255.88,68.023,41.299,28.078,23.997,21.916,21.154,20.657,20.528,20.513,20.813,20.597,20.685,20.571,20.745,20.689,20.566,20.706,20.524,20.344,20.425
332,59.404,27.457,17.48,14.281,13.308,12.969,12.883,12.843,12.704,12.86,12.801,12.894,12.913,12.908,12.899,12.797,12.79,12.797,12.764,12.808
284.07,49.685,27.404,19.523,16.8,15.549,14.769,14.465,14.277,14.161,14.464,14.338,14.437,14.462,14.517,14.442,14.438,14.407,14.41,14.31,14.322
215.74,48.434,31.5,23.739,20.756,19.403,18.685,18.222,18.172,17.884,18.121,18.134,18.239,18.115,18.031,18.122,18.233,18.142,17.98,17.799,17.963
249.17,52.871,29.481,19.938,17.174,15.573,15.135,14.742,14.437,14.197,14.271,14.267,14.191,14.112,14.154,14.239,14.095,14.185,14.036,14.121,14.207
249.64,47.517,22.47,13.967,12.25,11.879,11.81,11.755,11.728,11.674,11.756,11.671,11.814,11.827,11.842,11.861,11.801,11.801,11.714,11.733,11.707
188.79,51.618,33.916,22.048,17.819,15.789,15.04,14.652,14.397,14.125,14.294,14.093,14.244,14.189,14.202,14.208,14.136,14.096,13.971,13.915,14.139
214.97,63.786,41.14,25.562,19.767,16.763,15.543,14.82,14.248,14.165,14.185,14.088,14.065,14.1,14.079,14.084,14.067,14.164,14.165,14.107,14.215
292.75,45.681,23.319,16.075,13.792,13.23,12.881,12.759,12.754,12.752,12.9,12.755,12.845,12.86,12.838,12.817,12.862,12.833,12.759,12.701,12.749
252.48,68.792,40.955,27.393,22.04,19.466,18.291,17.469,16.957,16.816,16.851,16.734,16.98,16.843,16.719,16.69,16.679,16.545,16.635,16.473,16.586
219.38,50.903,31.101,23.658,20.999,20.039,19.418,18.914,18.728,18.658,18.932,18.923,19.164,19.04,19,19.051,18.96,19.038,18.986,18.796,18.849
240.92,32.327,15.413,12.22,11.697,11.562,11.689,11.563,11.605,11.619,11.672,11.6,11.684,11.63,11.701,11.667,11.69,11.716,11.692,11.654,11.611
289.66,62.178,36.012,24.72,20.196,17.964,17.177,16.516,16.241,16.136,16.376,16.344,16.301,16.128,16.129,16.353,16.249,16.181,16.038,15.981,16.065
302.91,35.278,16.479,12.576,12.031,11.727,11.803,11.715,11.75,11.672,11.761,11.791,11.772,11.752,11.779,11.798,11.76,11.771,11.746,11.704,11.734
238.53,40.562,21.636,15.465,13.93,13.245,13.014,12.921,12.881,12.848,13.051,12.987,13.126,13.044,12.936,12.908,12.948,12.965,12.991,12.933,12.888
237.76,52.292,32.904,24.494,20.56,18.82,17.963,17.2,16.748,16.379,16.673,16.545,16.875,16.763,16.85,16.847,16.538,16.71,16.685,16.549,16.576
261.35,71.717,48.49,36.094,29.741,26.639,24.497,23.128,22.526,22.183,22.269,22.225,22.164,22.296,22.218,22.397,22.081,22.062,21.756,21.674,21.993
226.74,36.456,19.404,14.356,13.206,12.754,12.725,12.494,12.558,12.55,12.761,12.651,12.756,12.689,12.71,12.661,12.741,12.64,12.561,12.532,12.647
277.98,47.366,24.894,19.887,18.987,18.834,18.964,18.718,18.776,18.703,18.803,18.832,18.745,18.837,18.776,18.748,18.755,18.813,18.692,18.651,18.802
189.08,47.412,32.47,24.767,22.633,21.796,21.683,21.676,21.525,21.432,21.553,21.579,21.719,21.712,21.742,21.834,21.653,21.602,21.605,21.574,21.5
256.18,69.208,43.591,31.177,27.628,25.989,25.48,25.073,25.056,25.007,25.412,25.122,25.223,25.091,25.332,25.216,25.08,25.324,25.079,24.856,24.967
332.14,60.9,30.74,22.333,20.056,19.501,19.374,19.326,19.352,19.22,19.393,19.338,19.421,19.502,19.536,19.508,19.407,19.411,19.353,19.315,19.428
284.29,51.389,30.507,23.834,21.819,21.066,20.548,20.486,20.44,20.393,20.748,20.601,20.691,20.758,20.81,20.685,20.723,20.648,20.656,20.535,20.56
216.08,50.114,34.689,27.603,25.229,24.245,23.855,23.623,23.568,23.258,23.722,23.743,23.862,23.723,23.701,23.806,23.882,23.775,23.565,23.436,23.608
249.44,54.392,32.4,24.477,22.123,21.234,20.87,20.525,20.59,20.415,20.684,20.751,20.599,20.502,20.667,20.706,20.6,20.724,20.613,20.7,20.595
