Denoiser, DnCNN_20Layers_10cases, Rate, 0.050000, Image_name, 00171.bmp, PSNR, 29.501336, SSIM, 0.860849 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00604.bmp, PSNR, 25.098465, SSIM, 0.652550 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00741.bmp, PSNR, 23.539542, SSIM, 0.640191 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00790.bmp, PSNR, 36.522334, SSIM, 0.966539 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00880.bmp, PSNR, 24.386246, SSIM, 0.730615 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00892.bmp, PSNR, 23.644694, SSIM, 0.807239 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 00986.bmp, PSNR, 30.800718, SSIM, 0.882488 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 01544.bmp, PSNR, 21.983307, SSIM, 0.723575 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 01594.bmp, PSNR, 24.943251, SSIM, 0.686498 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 03266.bmp, PSNR, 38.574016, SSIM, 0.942465 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 03275.bmp, PSNR, 24.407652, SSIM, 0.729945 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 03499.bmp, PSNR, 38.455611, SSIM, 0.945973 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 03906.bmp, PSNR, 30.987759, SSIM, 0.829733 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 04076.bmp, PSNR, 23.728959, SSIM, 0.697794 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 04519.bmp, PSNR, 20.192493, SSIM, 0.552982 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.100000, Image_name, 04735.bmp, PSNR, 32.517161, SSIM, 0.886099 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00171.bmp, PSNR, 36.802478, SSIM, 0.956456 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00173.bmp, PSNR, 29.319610, SSIM, 0.817451 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00180.bmp, PSNR, 23.384854, SSIM, 0.822155 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00598.bmp, PSNR, 35.039471, SSIM, 0.956575 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00602.bmp, PSNR, 29.649204, SSIM, 0.886102 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00604.bmp, PSNR, 26.627765, SSIM, 0.744097 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00741.bmp, PSNR, 26.160256, SSIM, 0.779752 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00790.bmp, PSNR, 40.508257, SSIM, 0.983231 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00880.bmp, PSNR, 27.875017, SSIM, 0.862982 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00892.bmp, PSNR, 28.342111, SSIM, 0.908368 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 00986.bmp, PSNR, 34.226549, SSIM, 0.941172 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 01544.bmp, PSNR, 25.439770, SSIM, 0.847221 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 01594.bmp, PSNR, 26.897865, SSIM, 0.767267 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 03266.bmp, PSNR, 40.338991, SSIM, 0.956464 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 03275.bmp, PSNR, 27.110784, SSIM, 0.835410 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 03499.bmp, PSNR, 40.137256, SSIM, 0.955820 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 03906.bmp, PSNR, 33.347748, SSIM, 0.886995 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 04076.bmp, PSNR, 25.925205, SSIM, 0.780903 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 04519.bmp, PSNR, 21.255771, SSIM, 0.615851 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.150000, Image_name, 04735.bmp, PSNR, 35.192101, SSIM, 0.931034 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00171.bmp, PSNR, 39.128781, SSIM, 0.968670 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00173.bmp, PSNR, 30.754937, SSIM, 0.847846 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00180.bmp, PSNR, 26.506439, SSIM, 0.906299 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00598.bmp, PSNR, 37.684371, SSIM, 0.971729 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00602.bmp, PSNR, 32.234805, SSIM, 0.933259 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00604.bmp, PSNR, 28.104813, SSIM, 0.809133 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00741.bmp, PSNR, 28.837648, SSIM, 0.871849 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00790.bmp, PSNR, 43.451857, SSIM, 0.990326 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00880.bmp, PSNR, 29.875589, SSIM, 0.905788 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00892.bmp, PSNR, 31.787705, SSIM, 0.950964 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 00986.bmp, PSNR, 36.963822, SSIM, 0.965046 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 01544.bmp, PSNR, 27.896989, SSIM, 0.905179 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 01594.bmp, PSNR, 28.164517, SSIM, 0.808415 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 03266.bmp, PSNR, 41.625446, SSIM, 0.965002 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 03275.bmp, PSNR, 29.243057, SSIM, 0.885540 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 03499.bmp, PSNR, 41.717460, SSIM, 0.965994 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 03906.bmp, PSNR, 35.276649, SSIM, 0.921753 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 04076.bmp, PSNR, 27.176814, SSIM, 0.809035 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 04519.bmp, PSNR, 22.279530, SSIM, 0.674305 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.200000, Image_name, 04735.bmp, PSNR, 37.269802, SSIM, 0.953531 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00171.bmp, PSNR, 40.443101, SSIM, 0.974896 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00173.bmp, PSNR, 31.747753, SSIM, 0.866556 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00180.bmp, PSNR, 27.729913, SSIM, 0.928209 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00598.bmp, PSNR, 40.020782, SSIM, 0.981505 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00602.bmp, PSNR, 34.677838, SSIM, 0.956660 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00604.bmp, PSNR, 29.546365, SSIM, 0.852385 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00741.bmp, PSNR, 31.663504, SSIM, 0.924045 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00790.bmp, PSNR, 45.148971, SSIM, 0.992490 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00880.bmp, PSNR, 32.262158, SSIM, 0.945449 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00892.bmp, PSNR, 34.207591, SSIM, 0.969366 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 00986.bmp, PSNR, 39.318895, SSIM, 0.978802 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 01544.bmp, PSNR, 30.008381, SSIM, 0.936136 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 01594.bmp, PSNR, 29.423513, SSIM, 0.844772 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 03266.bmp, PSNR, 42.543884, SSIM, 0.970096 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 03275.bmp, PSNR, 31.208200, SSIM, 0.920618 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 03499.bmp, PSNR, 42.875884, SSIM, 0.972637 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 03906.bmp, PSNR, 36.995709, SSIM, 0.943248 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 04076.bmp, PSNR, 28.033710, SSIM, 0.828589 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 04519.bmp, PSNR, 22.974062, SSIM, 0.700264 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.250000, Image_name, 04735.bmp, PSNR, 38.973806, SSIM, 0.966290 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00171.bmp, PSNR, 41.644911, SSIM, 0.979406 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00173.bmp, PSNR, 32.604956, SSIM, 0.879866 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00180.bmp, PSNR, 28.873963, SSIM, 0.944025 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00598.bmp, PSNR, 41.901602, SSIM, 0.986935 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00602.bmp, PSNR, 36.841930, SSIM, 0.971324 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00604.bmp, PSNR, 30.709967, SSIM, 0.885745 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00741.bmp, PSNR, 33.335931, SSIM, 0.942410 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00790.bmp, PSNR, 46.115358, SSIM, 0.993648 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00880.bmp, PSNR, 34.500817, SSIM, 0.963556 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00892.bmp, PSNR, 37.065492, SSIM, 0.980831 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 00986.bmp, PSNR, 41.340191, SSIM, 0.985779 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 01544.bmp, PSNR, 31.762136, SSIM, 0.955863 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 01594.bmp, PSNR, 30.391178, SSIM, 0.871982 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 03266.bmp, PSNR, 43.317863, SSIM, 0.974187 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 03275.bmp, PSNR, 32.633393, SSIM, 0.938344 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 03499.bmp, PSNR, 43.848523, SSIM, 0.977277 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 03906.bmp, PSNR, 38.508968, SSIM, 0.958646 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 04076.bmp, PSNR, 30.645257, SSIM, 0.883060 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 04519.bmp, PSNR, 24.890600, SSIM, 0.789184 
Denoiser, DnCNN_20Layers_10cases, Rate, 0.300000, Image_name, 04735.bmp, PSNR, 40.443677, SSIM, 0.974831 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00171.bmp, PSNR, 30.100665, SSIM, 0.874956 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00173.bmp, PSNR, 23.534293, SSIM, 0.647544 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00180.bmp, PSNR, 16.539549, SSIM, 0.264723 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00598.bmp, PSNR, 25.022978, SSIM, 0.788696 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00602.bmp, PSNR, 23.971724, SSIM, 0.665025 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00604.bmp, PSNR, 22.896514, SSIM, 0.518558 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00741.bmp, PSNR, 21.612205, SSIM, 0.519923 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00790.bmp, PSNR, 30.277485, SSIM, 0.909896 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00880.bmp, PSNR, 20.537777, SSIM, 0.530075 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00892.bmp, PSNR, 17.046290, SSIM, 0.424154 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00986.bmp, PSNR, 26.895325, SSIM, 0.770019 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 01544.bmp, PSNR, 16.993621, SSIM, 0.413066 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 01594.bmp, PSNR, 22.188838, SSIM, 0.552259 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 03266.bmp, PSNR, 35.794148, SSIM, 0.922493 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 03275.bmp, PSNR, 21.277798, SSIM, 0.563512 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 03499.bmp, PSNR, 34.610104, SSIM, 0.910832 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 03906.bmp, PSNR, 28.002514, SSIM, 0.745092 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 04076.bmp, PSNR, 21.502522, SSIM, 0.601908 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 04519.bmp, PSNR, 18.234505, SSIM, 0.421926 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 04735.bmp, PSNR, 28.752725, SSIM, 0.792585 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00171.bmp, PSNR, 34.133592, SSIM, 0.931610 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00173.bmp, PSNR, 27.208788, SSIM, 0.771701 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00180.bmp, PSNR, 19.418135, SSIM, 0.595719 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00598.bmp, PSNR, 31.869427, SSIM, 0.934501 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00602.bmp, PSNR, 27.355849, SSIM, 0.829736 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00604.bmp, PSNR, 24.979428, SSIM, 0.650865 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00741.bmp, PSNR, 23.473382, SSIM, 0.636317 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00790.bmp, PSNR, 36.611285, SSIM, 0.967572 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00880.bmp, PSNR, 24.826942, SSIM, 0.746759 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00892.bmp, PSNR, 22.391108, SSIM, 0.757233 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 00986.bmp, PSNR, 31.457048, SSIM, 0.896806 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 01544.bmp, PSNR, 21.603300, SSIM, 0.708839 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 01594.bmp, PSNR, 25.304027, SSIM, 0.696275 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 03266.bmp, PSNR, 38.575085, SSIM, 0.944615 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 03275.bmp, PSNR, 24.694986, SSIM, 0.747922 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 03499.bmp, PSNR, 38.332699, SSIM, 0.944503 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 03906.bmp, PSNR, 31.318603, SSIM, 0.840609 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 04076.bmp, PSNR, 23.916444, SSIM, 0.711156 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 04519.bmp, PSNR, 20.211909, SSIM, 0.551045 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.100000, Image_name, 04735.bmp, PSNR, 32.640618, SSIM, 0.888142 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00171.bmp, PSNR, 36.968863, SSIM, 0.957318 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00173.bmp, PSNR, 29.380477, SSIM, 0.819514 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00180.bmp, PSNR, 20.573714, SSIM, 0.679610 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00598.bmp, PSNR, 35.267997, SSIM, 0.959767 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00602.bmp, PSNR, 30.111526, SSIM, 0.903010 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00604.bmp, PSNR, 26.794885, SSIM, 0.741727 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00741.bmp, PSNR, 26.320898, SSIM, 0.790815 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00790.bmp, PSNR, 40.342736, SSIM, 0.982432 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00880.bmp, PSNR, 28.068396, SSIM, 0.870381 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00892.bmp, PSNR, 28.902580, SSIM, 0.921004 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00986.bmp, PSNR, 34.228558, SSIM, 0.941490 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01544.bmp, PSNR, 25.654984, SSIM, 0.857866 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01594.bmp, PSNR, 27.036431, SSIM, 0.768268 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03266.bmp, PSNR, 40.392309, SSIM, 0.957762 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03275.bmp, PSNR, 27.115586, SSIM, 0.836144 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03499.bmp, PSNR, 40.240053, SSIM, 0.957647 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03906.bmp, PSNR, 33.364009, SSIM, 0.889664 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04076.bmp, PSNR, 25.916274, SSIM, 0.781569 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04519.bmp, PSNR, 21.084972, SSIM, 0.603104 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04735.bmp, PSNR, 35.324405, SSIM, 0.931230 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00171.bmp, PSNR, 38.824786, SSIM, 0.968019 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00173.bmp, PSNR, 30.753715, SSIM, 0.846307 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00180.bmp, PSNR, 26.473943, SSIM, 0.906351 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00598.bmp, PSNR, 37.801122, SSIM, 0.973515 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00602.bmp, PSNR, 32.373704, SSIM, 0.935572 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00604.bmp, PSNR, 28.246710, SSIM, 0.811338 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00741.bmp, PSNR, 29.312857, SSIM, 0.883405 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00790.bmp, PSNR, 43.027668, SSIM, 0.989476 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00880.bmp, PSNR, 30.107687, SSIM, 0.913723 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00892.bmp, PSNR, 31.801176, SSIM, 0.951210 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00986.bmp, PSNR, 36.987200, SSIM, 0.966065 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01544.bmp, PSNR, 28.048683, SSIM, 0.910545 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01594.bmp, PSNR, 28.286345, SSIM, 0.810026 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03266.bmp, PSNR, 41.480047, SSIM, 0.964233 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03275.bmp, PSNR, 29.232698, SSIM, 0.885718 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03499.bmp, PSNR, 41.676186, SSIM, 0.966008 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03906.bmp, PSNR, 35.175421, SSIM, 0.920324 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04076.bmp, PSNR, 26.809541, SSIM, 0.799911 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04519.bmp, PSNR, 22.491672, SSIM, 0.690297 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04735.bmp, PSNR, 37.345509, SSIM, 0.954028 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00171.bmp, PSNR, 40.323491, SSIM, 0.975119 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00173.bmp, PSNR, 31.643312, SSIM, 0.862116 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00180.bmp, PSNR, 27.848653, SSIM, 0.929815 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00598.bmp, PSNR, 40.028051, SSIM, 0.982087 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00602.bmp, PSNR, 34.716714, SSIM, 0.959010 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00604.bmp, PSNR, 29.439401, SSIM, 0.850384 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00741.bmp, PSNR, 31.766579, SSIM, 0.923609 
