1.0658,0.17681,0.30685,0.10496,0.19188,0.063969,0.11577,0.047623,0.087079,0.039479,0.07235,0.035151,0.064274,0.032286,0.058833,0.030457,0.055985,0.029342,0.053419,0.028583,0.052482,0.028077,0.051606,0.027742,0.0509,0.02752,0.050056,0.027377,0.049885,0.02729,0.049742,0.027235,0.049681,0.027186,0.049615,0.027153,0.049459,0.027129,0.049154,0.027112,0.049239,0.027102,6.9335
0.86041,0.11169,0.20694,0.066701,0.1218,0.043689,0.079786,0.033733,0.061227,0.028475,0.051835,0.025465,0.046432,0.023648,0.042854,0.022481,0.040974,0.021714,0.039816,0.021214,0.038799,0.0209,0.038179,0.020683,0.037303,0.020747,0.037348,0.020764,0.037659,0.02058,0.037545,0.020446,0.037666,0.020359,0.037376,0.020311,0.037936,0.020293,0.037501,0.020277,0.037436,0.020267,5.1836
0.91908,0.091016,0.1677,0.053671,0.096809,0.038503,0.069288,0.032115,0.05864,0.02887,0.053058,0.027059,0.049386,0.025981,0.047053,0.025339,0.0452,0.024933,0.044662,0.024675,0.044281,0.02451,0.044096,0.024411,0.043907,0.024357,0.043573,0.024324,0.043712,0.024306,0.043537,0.024296,0.04396,0.02429,0.043686,0.024288,0.043393,0.024284,0.04352,0.024277,0.044056,0.024269,6.1992
1.3272,0.12854,0.2334,0.070904,0.13031,0.048694,0.0888,0.039185,0.071099,0.03418,0.061827,0.031397,0.056855,0.02976,0.054181,0.028638,0.052161,0.027922,0.051217,0.027474,0.050102,0.02719,0.049784,0.027016,0.04925,0.026874,0.048783,0.026788,0.048853,0.026712,0.04819,0.026685,0.048177,0.026662,0.047951,0.026641,0.048001,0.026632,0.048114,0.026627,0.04807,0.026625,6.7995
0.91386,0.079236,0.14966,0.043972,0.080466,0.030646,0.055733,0.025349,0.046014,0.022784,0.041883,0.02139,0.039166,0.020622,0.037854,0.020179,0.036955,0.019932,0.036303,0.01998,0.036246,0.019994,0.036336,0.020001,0.036508,0.020001,0.036167,0.019997,0.036314,0.019994,0.036448,0.019987,0.036669,0.019809,0.036073,0.019896,0.035814,0.019925,0.036194,0.019947,0.036474,0.01996,5.101
1.0226,0.061055,0.1111,0.024662,0.044658,0.014084,0.025675,0.010733,0.019123,0.0092512,0.016685,0.0084419,0.01504,0.0079755,0.014045,0.0077048,0.01381,0.0075413,0.013319,0.0074602,0.013294,0.0074195,0.012859,0.0073998,0.013064,0.0073808,0.012887,0.0073733,0.012783,0.0073686,0.01245,0.0073703,0.012519,0.0073694,0.012841,0.0073634,0.012968,0.0073569,0.012876,0.0073558,0.013076,0.00735,1.8775
0.94429,0.093658,0.17088,0.052216,0.095881,0.037732,0.069463,0.031684,0.057895,0.028804,0.053273,0.027101,0.050265,0.026132,0.048469,0.025533,0.046749,0.025178,0.046041,0.024982,0.04608,0.024861,0.045391,0.024782,0.04485,0.024728,0.044622,0.024694,0.044931,0.024666,0.044912,0.024655,0.044796,0.024645,0.044962,0.024637,0.045091,0.024632,0.045253,0.02463,0.045387,0.024627,6.3022
0.9516,0.1028,0.17723,0.05386,0.098178,0.033313,0.060686,0.024787,0.045141,0.020281,0.036673,0.017967,0.032726,0.016493,0.029704,0.015513,0.028188,0.014851,0.027067,0.0144,0.02577,0.014112,0.025367,0.013916,0.025183,0.013793,0.024636,0.013708,0.024267,0.013661,0.02382,0.013625,0.024131,0.013596,0.024034,0.013572,0.023983,0.013558,0.023846,0.013547,0.024172,0.013532,3.4444
0.71656,0.069728,0.12713,0.038643,0.070736,0.026331,0.048622,0.020906,0.038181,0.017908,0.033048,0.016418,0.029987,0.015481,0.028317,0.014859,0.02739,0.014464,0.02677,0.014207,0.025983,0.014029,0.025856,0.013913,0.02527,0.013863,0.025097,0.013832,0.025074,0.013812,0.024664,0.013789,0.024935,0.01378,0.024879,0.01377,0.025193,0.01376,0.025092,0.013748,0.024963,0.013745,3.5048
0.92228,0.090149,0.16392,0.056548,0.10286,0.043079,0.078422,0.037484,0.067709,0.034578,0.063594,0.033029,0.061267,0.032202,0.059874,0.03173,0.059083,0.031462,0.058387,0.031319,0.058122,0.03124,0.05774,0.031194,0.057931,0.031163,0.057485,0.031145,0.057346,0.031135,0.057068,0.031136,0.056883,0.03114,0.057202,0.031142,0.05672,0.03115,0.056642,0.031158,0.057331,0.031152,7.971
