15,7,4,3,2,2,2,2,2,2,2
15,6,4,2,2,2,2,1,1,1,1
15,7,4,3,2,2,2,2,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
15,6,4,2,2,1,1,1,1,1,1
15,7,5,3,2,2,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
15,10,7,5,4,3,3,3,2,2,2
15,7,5,4,3,2,2,2,2,2,2
15,6,5,3,3,2,2,2,2,2,2
16,8,5,4,3,3,3,2,2,2,2
15,6,4,3,2,2,2,2,2,2,2
15,5,3,2,1,1,1,1,1,1,1
15,7,5,3,3,3,2,2,2,2,2
15,7,5,3,2,2,2,2,2,1,1
15,6,4,3,2,2,2,2,1,1,1
15,7,5,4,3,3,3,3,3,3,3
15,7,5,3,2,2,2,2,2,2,1
14,5,3,2,1,1,1,1,1,1,1
15,7,5,3,2,2,2,2,2,2,2
15,5,3,2,2,2,2,2,2,2,2
15,5,3,2,1,1,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
15,8,5,3,3,2,2,2,2,2,2
15,6,3,2,2,1,1,1,1,1,1
16,6,3,2,2,1,1,1,1,1,1
15,6,3,2,2,2,2,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,10,8,6,6,5,5,5,5,5,5
15,8,6,5,4,4,4,4,4,3,3
15,6,3,2,2,1,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
15,8,5,3,2,2,2,1,1,1,1
15,7,5,3,2,2,2,2,2,2,2
15,6,3,2,2,2,1,1,1,1,1
15,7,5,4,3,3,3,2,2,2,2
15,9,6,5,4,3,3,3,3,2,2
15,6,4,3,2,2,2,1,1,1,1
15,8,6,5,4,3,3,3,3,3,3
16,6,4,2,2,2,1,1,1,1,1
15,7,4,2,2,1,1,1,1,1,1
15,6,4,3,2,2,2,2,2,1,1
15,5,3,2,2,2,1,1,1,1,1
15,7,5,4,3,3,3,2,2,2,2
15,7,5,4,3,3,3,3,3,3,3
15,6,3,2,2,1,1,1,1,1,1
15,8,5,3,2,2,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
