0.75514,0.093733,0.13625,0.041244,0.058053,0.022295,0.031658,0.016058,0.022858,0.013093,0.018613,0.011549,0.016573,0.010586,0.01487,0.0099926,0.014108,0.0096209,0.013443,0.0093983,0.012969,0.0092576,2.3188
0.77842,0.086424,0.12847,0.038568,0.054808,0.020152,0.028002,0.013853,0.019586,0.010978,0.015374,0.0095837,0.013163,0.0088799,0.012022,0.0084966,0.01162,0.0082861,0.01132,0.008181,0.01125,0.0081106,1.9571
0.7482,0.08806,0.12897,0.038648,0.054903,0.022278,0.031268,0.016169,0.022802,0.013021,0.018498,0.011267,0.016049,0.010142,0.014222,0.0094559,0.013167,0.0090163,0.012512,0.0087431,0.012166,0.0085555,2.1098
0.92105,0.066296,0.10045,0.022592,0.031909,0.011609,0.016331,0.0081393,0.011326,0.0066015,0.0092206,0.0058023,0.0081921,0.0053415,0.0074859,0.0050624,0.006957,0.0048929,0.0065149,0.004806,0.0062891,0.0047684,1.1841
0.81153,0.068225,0.10159,0.024616,0.034462,0.013866,0.019403,0.010288,0.014419,0.0086453,0.012152,0.0078378,0.010997,0.0073624,0.010208,0.0070939,0.0097156,0.006919,0.0094282,0.0068132,0.0091499,0.006744,1.6844
0.73997,0.082311,0.12143,0.034771,0.049195,0.017773,0.025216,0.012245,0.017138,0.0097419,0.013589,0.0084106,0.011837,0.0076533,0.010603,0.0072017,0.0098724,0.0069211,0.0093564,0.0067436,0.0091246,0.00663,1.6503
0.69483,0.093099,0.14088,0.045329,0.064036,0.022402,0.031724,0.014926,0.020917,0.011551,0.016185,0.0097597,0.013517,0.0087492,0.01206,0.0081462,0.011258,0.007756,0.010519,0.0075183,0.010295,0.0073615,1.8324
0.79926,0.079663,0.11818,0.030946,0.043584,0.016066,0.022759,0.011169,0.01586,0.0090854,0.012513,0.0080682,0.011381,0.0075159,0.010392,0.0072153,0.0099907,0.0070216,0.0093619,0.0069069,0.0091839,0.0068286,1.7004
0.84922,0.16079,0.23321,0.091981,0.12989,0.049368,0.070052,0.033637,0.047751,0.026091,0.036494,0.022388,0.031323,0.02002,0.028097,0.018439,0.025887,0.017354,0.024118,0.016596,0.023252,0.016055,3.9887
0.66695,0.10256,0.15097,0.056452,0.080207,0.033308,0.046563,0.023713,0.033421,0.018972,0.026865,0.016211,0.022825,0.014495,0.020238,0.013359,0.018638,0.012575,0.017592,0.01202,0.017,0.011466,2.8248
0.71429,0.087291,0.12717,0.047031,0.066797,0.030838,0.043589,0.023888,0.033333,0.020365,0.028351,0.018262,0.025544,0.016928,0.023406,0.016067,0.022242,0.015437,0.021334,0.014979,0.020969,0.014646,3.6654
1.0222,0.12241,0.17764,0.060081,0.085965,0.03786,0.053058,0.028289,0.04011,0.023383,0.032888,0.020744,0.028783,0.018987,0.026091,0.017877,0.024397,0.017043,0.023469,0.016451,0.022912,0.016032,3.9751
0.69027,0.074793,0.11052,0.037897,0.053727,0.024393,0.034576,0.019145,0.027062,0.01642,0.023144,0.014824,0.020875,0.013806,0.019266,0.013135,0.018329,0.012674,0.017645,0.012344,0.017153,0.012128,3.0337
0.78283,0.060045,0.088477,0.021474,0.03038,0.011628,0.016323,0.0082991,0.011719,0.0067297,0.0094208,0.0058868,0.0080915,0.0053893,0.0073262,0.0050862,0.0067603,0.0048992,0.006417,0.0047989,0.0063682,0.0047338,1.1709
0.72866,0.089539,0.13018,0.04735,0.066844,0.030899,0.043618,0.024156,0.034054,0.020923,0.029487,0.019011,0.026553,0.01777,0.024652,0.016951,0.023107,0.016404,0.022329,0.016014,0.021921,0.015734,3.9503
0.76222,0.096705,0.14344,0.047126,0.066439,0.026045,0.036586,0.017717,0.024903,0.01352,0.019199,0.011154,0.015842,0.0096878,0.013526,0.008729,0.012149,0.008087,0.011171,0.0076522,0.010608,0.0073483,1.7985
0.56413,0.066803,0.09756,0.033425,0.046902,0.020558,0.029178,0.015233,0.021505,0.012361,0.017275,0.010667,0.014953,0.0095648,0.013253,0.0088313,0.012333,0.0083216,0.011519,0.0079879,0.011107,0.0077453,1.9199
0.71679,0.087643,0.12879,0.051259,0.072916,0.035667,0.050694,0.029091,0.040965,0.025584,0.035749,0.023611,0.033072,0.022348,0.031397,0.021515,0.030178,0.020919,0.02944,0.020503,0.029061,0.020201,5.1148
0.74088,0.093301,0.13504,0.044524,0.062948,0.026153,0.036779,0.018248,0.02558,0.014251,0.019796,0.011834,0.016511,0.010275,0.014261,0.0092353,0.012846,0.008513,0.011848,0.0079881,0.011131,0.0076023,1.8693
0.46992,0.049773,0.070721,0.020865,0.029572,0.0125,0.017823,0.0090456,0.01273,0.0072902,0.01009,0.0062836,0.0085719,0.0056712,0.0075763,0.0052633,0.0069581,0.0050035,0.0066027,0.0048333,0.0064149,0.0047397,1.1505
0.8996,0.10016,0.14992,0.048829,0.069145,0.027354,0.038695,0.018578,0.026187,0.014422,0.020549,0.012109,0.017215,0.010715,0.015067,0.0098258,0.013689,0.0092353,0.012755,0.0088199,0.012145,0.0085293,2.1251
0.71455,0.063082,0.093634,0.031994,0.045338,0.021275,0.029733,0.017142,0.023924,0.015064,0.021064,0.013791,0.019105,0.013002,0.018006,0.01248,0.017483,0.012149,0.01719,0.011918,0.016939,0.011763,2.9749
0.74964,0.060976,0.089502,0.021886,0.030693,0.011134,0.015635,0.0072643,0.010118,0.0054993,0.00766,0.004593,0.0062794,0.004102,0.0054538,0.0038382,0.0050093,0.0037067,0.0048588,0.0036821,0.0048995,0.0037584,0.86667
0.55619,0.067626,0.098443,0.028356,0.039953,0.014733,0.020707,0.009946,0.013951,0.0078016,0.010919,0.0066835,0.0093009,0.0060657,0.0082614,0.0057102,0.0078047,0.0054951,0.0073773,0.0053566,0.0072059,0.0052652,1.3028
0.93797,0.11314,0.16489,0.053267,0.075643,0.029985,0.04316,0.020732,0.029374,0.016525,0.0235,0.014116,0.020077,0.012671,0.017946,0.011779,0.016637,0.011156,0.015405,0.010715,0.014759,0.010414,2.6052
0.67257,0.066506,0.09767,0.02883,0.040484,0.015762,0.022505,0.010931,0.015398,0.0085875,0.012049,0.0072338,0.010246,0.00639,0.0090131,0.0058661,0.0081037,0.0055201,0.0074536,0.0052903,0.0071468,0.0051256,1.2748
1.0597,0.081406,0.12086,0.030083,0.042231,0.016798,0.023863,0.012143,0.017142,0.0099328,0.013994,0.0086944,0.012126,0.0079252,0.010971,0.0074191,0.010169,0.0070829,0.0095637,0.0068701,0.0092444,0.006725,1.6596
0.68559,0.063888,0.095199,0.028349,0.039924,0.017076,0.024181,0.012988,0.018354,0.011059,0.01527,0.0099408,0.013745,0.0092575,0.012889,0.0088319,0.012296,0.0085377,0.011807,0.0083586,0.011558,0.0082305,2.0632
0.64672,0.057014,0.082515,0.022588,0.031903,0.012065,0.01694,0.0083442,0.011572,0.006627,0.0091598,0.0057473,0.0077437,0.0052843,0.0071751,0.0049978,0.0066612,0.0048272,0.0064057,0.0047238,0.0061715,0.0046735,1.1529
