15,6,4,2,2,2,1,1,1,1,1
15,6,3,2,2,1,1,1,1,1,1
15,6,3,2,2,2,1,1,1,1,1
15,5,2,1,1,1,1,1,1,1,1
15,5,2,2,1,1,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,6,4,2,2,1,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,8,6,4,3,2,2,2,2,2,2
15,6,5,3,2,2,2,2,2,2,1
15,6,4,3,2,2,2,2,2,2,2
15,7,5,3,3,2,2,2,2,2,2
15,5,3,2,2,2,2,2,1,1,1
15,5,2,1,1,1,1,1,1,1,1
15,6,4,3,2,2,2,2,2,2,2
15,6,4,2,2,2,1,1,1,1,1
15,5,3,2,2,1,1,1,1,1,1
15,6,4,3,3,2,2,2,2,2,2
15,6,4,3,2,2,1,1,1,1,1
14,4,2,1,1,1,1,1,1,1,1
15,7,4,3,2,2,1,1,1,1,1
15,5,3,2,2,2,2,1,1,1,1
15,5,2,1,1,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,7,5,3,2,2,2,2,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,5,2,1,1,1,1,1,1,1,1
15,9,7,5,5,5,4,4,4,4,3
15,8,6,5,4,3,3,3,3,3,3
15,6,3,2,1,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,7,4,2,2,1,1,1,1,1,1
15,6,4,2,2,2,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,7,5,3,3,2,2,2,2,2,2
15,8,5,4,3,2,2,2,2,2,2
15,6,3,2,2,1,1,1,1,1,1
15,8,5,4,3,3,2,2,2,2,2
15,6,3,2,2,1,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
14,6,3,2,2,2,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,7,5,3,3,2,2,2,2,2,2
15,7,5,3,3,2,2,2,2,2,2
15,5,3,2,1,1,1,1,1,1,1
15,7,4,2,2,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
14,5,2,1,1,1,1,1,1,1,1
15,5,3,2,1,1,1,1,1,1,1
15,7,5,4,3,2,2,2,2,2,2
15,6,3,2,1,1,1,1,1,1,1
15,7,4,2,2,1,1,1,1,1,1
15,5,3,1,1,1,1,1,1,1,1
15,7,5,3,2,2,2,1,1,1,1
15,6,5,3,2,2,1,1,1,1,1
15,7,5,3,2,2,2,2,1,1,1
15,6,3,2,2,1,1,1,1,1,1
13,5,4,2,2,2,1,1,1,1,1
15,6,4,2,2,2,1,1,1,1,1
15,6,3,2,1,1,1,1,1,1,1
15,6,4,2,2,2,1,1,1,1,1
14,5,2,1,1,1,1,1,1,1,1
15,7,5,3,2,2,2,1,1,1,1
15,6,4,3,2,2,2,1,1,1,1
15,7,5,3,2,2,2,1,1,1,1
15,6,4,2,2,1,1,1,1,1,1
15,7,5,4,4,3,3,3,3,3,3
15,5,2,1,1,1,1,1,1,1,1
15,6,4,3,2,2,2,2,2,2,2
15,5,2,2,1,1,1,1,1,1,1
15,3,1,1,1,1,1,1,1,1,1
15,9,7,6,6,6,6,5,5,5,5
15,5,4,3,3,2,2,2,2,2,2
