2.6519,0.13123,0.61958,0.092839,0.45675,0.073089,0.33284,0.065416,0.42755,0.062467,0.45692,0.062077,0.28886,0.060383,0.23561,0.059644,0.24376,0.059382,0.27348,0.058676,0.29874,0.059039,15.092
2.714,0.12924,0.60617,0.086784,0.49471,0.064379,0.31218,0.054372,0.26122,0.049118,0.19926,0.047401,0.23576,0.045707,0.20801,0.045127,0.27264,0.044869,0.22068,0.044545,0.2466,0.044103,11.283
2.5713,0.13861,0.65959,0.085571,0.38238,0.065524,0.32446,0.054553,0.24018,0.050186,0.24444,0.047969,0.27276,0.047207,0.23419,0.046712,0.26554,0.0468,0.24976,0.046413,0.24561,0.04626,11.84
3.1638,0.11163,0.51672,0.056711,0.30442,0.032127,0.18487,0.024549,0.1206,0.021339,0.10538,0.019955,0.087992,0.019491,0.08919,0.019276,0.10007,0.019231,0.096774,0.019158,0.099937,0.019111,4.891
2.8272,0.11277,0.52851,0.058834,0.31704,0.034722,0.16581,0.026835,0.14646,0.023883,0.1381,0.022868,0.12955,0.022292,0.11797,0.021991,0.11429,0.021843,0.1077,0.021849,0.10806,0.021904,5.6052
2.5819,0.12908,0.61939,0.086791,0.43083,0.060216,0.38205,0.052541,0.22342,0.047112,0.22797,0.043742,0.27826,0.042482,0.26097,0.041621,0.19875,0.041032,0.18336,0.040529,0.188,0.040196,10.281
2.4015,0.17064,0.78899,0.11574,0.63503,0.081732,0.39585,0.066459,0.31186,0.058682,0.31979,0.054672,0.2559,0.05272,0.24403,0.051711,0.20027,0.051253,0.20571,0.051035,0.24087,0.050559,12.931
2.7754,0.12692,0.6114,0.076431,0.43012,0.050328,0.2215,0.042322,0.21927,0.036021,0.14004,0.034269,0.15608,0.032977,0.15934,0.032,0.14987,0.031681,0.1321,0.031577,0.13954,0.031671,8.0827
2.9214,0.24847,1.1658,0.19761,1.0626,0.16815,1.2363,0.17134,1.2228,0.17252,1.3896,0.17892,1.1661,0.17516,0.56006,0.16091,0.44008,0.15817,0.89263,0.15927,1.1947,0.17614,44.853
2.3263,0.15729,0.72511,0.12173,0.60042,0.097557,0.51362,0.089653,0.42825,0.086455,0.27508,0.085953,0.35397,0.084723,0.41737,0.084459,0.41495,0.084095,0.37383,0.084029,0.4704,0.085866,21.923
2.4955,0.11026,0.52926,0.081121,0.4293,0.068797,0.3617,0.065144,0.35342,0.063792,0.30017,0.063573,0.34966,0.063282,0.30151,0.063285,0.26759,0.063081,0.29531,0.06296,0.29054,0.06296,16.117
3.5477,0.17947,0.85785,0.1183,0.52543,0.10445,0.52237,0.094274,0.47798,0.092407,0.45261,0.090137,0.39581,0.089459,0.47424,0.091156,0.3989,0.089806,0.27033,0.090463,0.43108,0.089055,22.777
2.4191,0.1089,0.52541,0.074874,0.35738,0.059529,0.27771,0.053675,0.26776,0.051197,0.26551,0.050329,0.28717,0.049849,0.24606,0.049657,0.25849,0.050019,0.25349,0.049678,0.23155,0.049724,12.711
2.6903,0.11038,0.49581,0.054537,0.32356,0.033893,0.15487,0.02752,0.13813,0.023925,0.12659,0.022268,0.1187,0.021655,0.11027,0.021328,0.12014,0.0212,0.1256,0.021192,0.11566,0.021165,5.4155
2.5512,0.13557,0.642,0.091508,0.51482,0.072162,0.32599,0.066912,0.40146,0.065675,0.34499,0.064472,0.38291,0.064307,0.32576,0.063998,0.33005,0.063856,0.3927,0.064318,0.34881,0.064042,16.388
2.6519,0.139,0.65525,0.096767,0.50762,0.076492,0.40844,0.069062,0.38398,0.066024,0.33779,0.064497,0.30826,0.063662,0.35563,0.063309,0.32697,0.063143,0.29054,0.063167,0.26932,0.063102,16.138
