Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00171.bmp, PSNR, 31.414353, SSIM, 0.901759 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00173.bmp, PSNR, 24.484364, SSIM, 0.705383 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00180.bmp, PSNR, 20.720040, SSIM, 0.706141 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00598.bmp, PSNR, 27.270922, SSIM, 0.875504 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00602.bmp, PSNR, 24.767707, SSIM, 0.729018 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00604.bmp, PSNR, 23.153879, SSIM, 0.538012 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00741.bmp, PSNR, 23.031207, SSIM, 0.640547 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00790.bmp, PSNR, 33.415022, SSIM, 0.952472 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00880.bmp, PSNR, 23.274827, SSIM, 0.699654 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00892.bmp, PSNR, 20.938952, SSIM, 0.732913 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00986.bmp, PSNR, 27.996805, SSIM, 0.818410 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01544.bmp, PSNR, 20.099664, SSIM, 0.647513 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01594.bmp, PSNR, 23.092294, SSIM, 0.606646 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03266.bmp, PSNR, 37.082433, SSIM, 0.935134 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03275.bmp, PSNR, 21.861259, SSIM, 0.615350 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03499.bmp, PSNR, 35.894101, SSIM, 0.925441 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03906.bmp, PSNR, 28.903615, SSIM, 0.779753 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04076.bmp, PSNR, 22.290311, SSIM, 0.680099 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04519.bmp, PSNR, 18.884003, SSIM, 0.479049 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04735.bmp, PSNR, 30.382892, SSIM, 0.844200 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00171.bmp, PSNR, 35.756952, SSIM, 0.950036 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00173.bmp, PSNR, 27.931740, SSIM, 0.793097 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00180.bmp, PSNR, 23.809073, SSIM, 0.838744 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00598.bmp, PSNR, 32.834647, SSIM, 0.944771 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00602.bmp, PSNR, 28.059286, SSIM, 0.855601 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00604.bmp, PSNR, 25.405887, SSIM, 0.676419 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00741.bmp, PSNR, 27.134910, SSIM, 0.839834 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00790.bmp, PSNR, 38.058943, SSIM, 0.975604 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00880.bmp, PSNR, 27.001356, SSIM, 0.856781 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00892.bmp, PSNR, 26.415227, SSIM, 0.884182 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00986.bmp, PSNR, 32.393973, SSIM, 0.919250 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01544.bmp, PSNR, 23.762595, SSIM, 0.808602 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01594.bmp, PSNR, 25.661702, SSIM, 0.715238 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03266.bmp, PSNR, 39.235190, SSIM, 0.950769 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03275.bmp, PSNR, 25.069948, SSIM, 0.768130 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03499.bmp, PSNR, 38.881641, SSIM, 0.948995 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03906.bmp, PSNR, 32.456417, SSIM, 0.877584 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04076.bmp, PSNR, 24.915561, SSIM, 0.768471 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04519.bmp, PSNR, 20.909486, SSIM, 0.621198 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04735.bmp, PSNR, 34.102622, SSIM, 0.914866 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00171.bmp, PSNR, 37.570413, SSIM, 0.961873 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00173.bmp, PSNR, 30.048844, SSIM, 0.843845 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00180.bmp, PSNR, 25.903136, SSIM, 0.895800 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00598.bmp, PSNR, 36.442399, SSIM, 0.967925 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00602.bmp, PSNR, 30.786916, SSIM, 0.917973 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00604.bmp, PSNR, 26.956040, SSIM, 0.759503 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00741.bmp, PSNR, 30.551580, SSIM, 0.912981 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00790.bmp, PSNR, 42.062427, SSIM, 0.988307 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00880.bmp, PSNR, 30.110505, SSIM, 0.923262 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00892.bmp, PSNR, 30.616906, SSIM, 0.943303 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00986.bmp, PSNR, 35.538385, SSIM, 0.956717 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01544.bmp, PSNR, 26.824341, SSIM, 0.891358 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01594.bmp, PSNR, 27.290077, SSIM, 0.778746 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03266.bmp, PSNR, 40.753995, SSIM, 0.960705 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03275.bmp, PSNR, 27.681723, SSIM, 0.850634 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03499.bmp, PSNR, 40.960336, SSIM, 0.962707 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03906.bmp, PSNR, 35.061537, SSIM, 0.925489 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04076.bmp, PSNR, 27.001028, SSIM, 0.829605 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04519.bmp, PSNR, 22.891420, SSIM, 0.730217 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04735.bmp, PSNR, 36.481766, SSIM, 0.946563 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00171.bmp, PSNR, 39.518697, SSIM, 0.971873 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00173.bmp, PSNR, 32.021700, SSIM, 0.887671 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00180.bmp, PSNR, 27.249765, SSIM, 0.921236 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00598.bmp, PSNR, 38.447461, SSIM, 0.977813 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00602.bmp, PSNR, 33.412896, SSIM, 0.949839 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00604.bmp, PSNR, 28.524409, SSIM, 0.821166 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00741.bmp, PSNR, 32.797932, SSIM, 0.940273 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00790.bmp, PSNR, 44.737029, SSIM, 0.992728 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00880.bmp, PSNR, 33.067637, SSIM, 0.957618 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00892.bmp, PSNR, 34.068139, SSIM, 0.970748 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00986.bmp, PSNR, 37.865877, SSIM, 0.972439 
