Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00170.bmp, PSNR, 29.071829, SSIM, 0.820843 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00228.bmp, PSNR, 33.454254, SSIM, 0.852781 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00232.bmp, PSNR, 30.760116, SSIM, 0.883568 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00242.bmp, PSNR, 26.003522, SSIM, 0.578918 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00244.bmp, PSNR, 23.888534, SSIM, 0.641785 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00246.bmp, PSNR, 39.017189, SSIM, 0.978041 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00249.bmp, PSNR, 24.430569, SSIM, 0.662826 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00258.bmp, PSNR, 33.102351, SSIM, 0.945145 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00415.bmp, PSNR, 22.479288, SSIM, 0.758173 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00471.bmp, PSNR, 29.664159, SSIM, 0.833970 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00559.bmp, PSNR, 26.470155, SSIM, 0.789785 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00560.bmp, PSNR, 23.526373, SSIM, 0.641151 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00733.bmp, PSNR, 24.643558, SSIM, 0.786693 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01279.bmp, PSNR, 22.196995, SSIM, 0.680262 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01790.bmp, PSNR, 22.548663, SSIM, 0.777563 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03133.bmp, PSNR, 26.802595, SSIM, 0.828433 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03349.bmp, PSNR, 26.519349, SSIM, 0.805072 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03407.bmp, PSNR, 24.700699, SSIM, 0.698492 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03784.bmp, PSNR, 23.617405, SSIM, 0.703738 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04702.bmp, PSNR, 23.335534, SSIM, 0.698015 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00170.bmp, PSNR, 31.973375, SSIM, 0.869339 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00228.bmp, PSNR, 35.885625, SSIM, 0.893786 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00232.bmp, PSNR, 35.487869, SSIM, 0.944104 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00242.bmp, PSNR, 27.517663, SSIM, 0.663255 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00244.bmp, PSNR, 27.265316, SSIM, 0.800240 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00246.bmp, PSNR, 42.955207, SSIM, 0.987945 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00249.bmp, PSNR, 26.635307, SSIM, 0.756199 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00258.bmp, PSNR, 38.215983, SSIM, 0.975498 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00415.bmp, PSNR, 27.322731, SSIM, 0.888003 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00471.bmp, PSNR, 33.656263, SSIM, 0.912801 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00559.bmp, PSNR, 29.867240, SSIM, 0.882955 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00560.bmp, PSNR, 26.576488, SSIM, 0.747477 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00733.bmp, PSNR, 29.192943, SSIM, 0.898066 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01279.bmp, PSNR, 25.893048, SSIM, 0.826175 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01790.bmp, PSNR, 27.208959, SSIM, 0.896935 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03133.bmp, PSNR, 30.740526, SSIM, 0.908714 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03349.bmp, PSNR, 30.799858, SSIM, 0.905658 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03407.bmp, PSNR, 27.439568, SSIM, 0.806078 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03784.bmp, PSNR, 26.042029, SSIM, 0.801401 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04702.bmp, PSNR, 26.094309, SSIM, 0.807542 
