Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00001.bmp, PSNR, 32.591376, SSIM, 0.880632 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00004.bmp, PSNR, 15.417525, SSIM, 0.390238 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00013.bmp, PSNR, 19.008598, SSIM, 0.496561 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00021.bmp, PSNR, 29.567353, SSIM, 0.834043 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00026.bmp, PSNR, 30.670340, SSIM, 0.890634 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00102.bmp, PSNR, 25.193884, SSIM, 0.804803 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00135.bmp, PSNR, 25.347634, SSIM, 0.781119 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00883.bmp, PSNR, 29.336550, SSIM, 0.822663 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00888.bmp, PSNR, 22.385308, SSIM, 0.613119 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00947.bmp, PSNR, 18.278359, SSIM, 0.606920 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01068.bmp, PSNR, 26.585868, SSIM, 0.777932 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01712.bmp, PSNR, 19.975962, SSIM, 0.583875 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02174.bmp, PSNR, 26.864927, SSIM, 0.835393 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02748.bmp, PSNR, 30.205338, SSIM, 0.900858 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02771.bmp, PSNR, 26.472019, SSIM, 0.733010 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02834.bmp, PSNR, 30.329498, SSIM, 0.802528 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03427.bmp, PSNR, 22.037770, SSIM, 0.660864 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03769.bmp, PSNR, 22.151982, SSIM, 0.568677 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03903.bmp, PSNR, 30.183748, SSIM, 0.870389 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03945.bmp, PSNR, 28.294992, SSIM, 0.910097 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00001.bmp, PSNR, 36.472766, SSIM, 0.938846 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00004.bmp, PSNR, 17.167369, SSIM, 0.548937 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00013.bmp, PSNR, 21.212426, SSIM, 0.668118 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00021.bmp, PSNR, 33.866922, SSIM, 0.921820 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00026.bmp, PSNR, 34.351522, SSIM, 0.942852 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00102.bmp, PSNR, 29.748210, SSIM, 0.911010 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00135.bmp, PSNR, 29.348571, SSIM, 0.873159 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00883.bmp, PSNR, 32.241675, SSIM, 0.897683 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00888.bmp, PSNR, 24.601714, SSIM, 0.736250 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00947.bmp, PSNR, 22.424381, SSIM, 0.792306 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01068.bmp, PSNR, 30.043247, SSIM, 0.877403 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01712.bmp, PSNR, 23.158434, SSIM, 0.731018 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02174.bmp, PSNR, 30.174562, SSIM, 0.907168 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02748.bmp, PSNR, 35.520423, SSIM, 0.958490 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02771.bmp, PSNR, 30.187524, SSIM, 0.842581 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02834.bmp, PSNR, 33.160047, SSIM, 0.872358 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03427.bmp, PSNR, 24.399262, SSIM, 0.762692 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03769.bmp, PSNR, 24.484542, SSIM, 0.693128 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03903.bmp, PSNR, 34.092648, SSIM, 0.931844 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03945.bmp, PSNR, 33.166260, SSIM, 0.958556 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00001.bmp, PSNR, 38.189259, SSIM, 0.955430 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00004.bmp, PSNR, 18.975806, SSIM, 0.644315 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00013.bmp, PSNR, 22.741905, SSIM, 0.742892 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00021.bmp, PSNR, 36.469000, SSIM, 0.953395 
