Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00467.bmp, PSNR, 22.322072, SSIM, 0.636012 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00238.bmp, PSNR, 18.449732, SSIM, 0.663292 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00467.bmp, PSNR, 22.149422, SSIM, 0.621433 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00641.bmp, PSNR, 24.161922, SSIM, 0.570549 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00766.bmp, PSNR, 21.507242, SSIM, 0.632248 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00767.bmp, PSNR, 26.722088, SSIM, 0.703897 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01034.bmp, PSNR, 34.102022, SSIM, 0.893365 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01631.bmp, PSNR, 24.551985, SSIM, 0.619402 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01660.bmp, PSNR, 24.886026, SSIM, 0.702300 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02827.bmp, PSNR, 27.103477, SSIM, 0.780449 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02913.bmp, PSNR, 23.576513, SSIM, 0.525649 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03083.bmp, PSNR, 24.472974, SSIM, 0.751317 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03581.bmp, PSNR, 31.680894, SSIM, 0.862549 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03766.bmp, PSNR, 24.632798, SSIM, 0.674219 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03907.bmp, PSNR, 28.780126, SSIM, 0.716462 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04134.bmp, PSNR, 33.467320, SSIM, 0.914700 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04576.bmp, PSNR, 29.470678, SSIM, 0.879811 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04582.bmp, PSNR, 23.648419, SSIM, 0.711019 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04694.bmp, PSNR, 30.013455, SSIM, 0.825671 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04695.bmp, PSNR, 30.760299, SSIM, 0.798885 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04699.bmp, PSNR, 30.383951, SSIM, 0.795921 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00238.bmp, PSNR, 22.794832, SSIM, 0.807187 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00467.bmp, PSNR, 25.525434, SSIM, 0.780648 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00641.bmp, PSNR, 26.409213, SSIM, 0.697260 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00766.bmp, PSNR, 24.124364, SSIM, 0.749209 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00767.bmp, PSNR, 28.969838, SSIM, 0.791407 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01034.bmp, PSNR, 37.020172, SSIM, 0.930628 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01631.bmp, PSNR, 26.666145, SSIM, 0.724699 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01660.bmp, PSNR, 28.287763, SSIM, 0.835388 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02827.bmp, PSNR, 29.683517, SSIM, 0.855593 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02913.bmp, PSNR, 25.471656, SSIM, 0.650396 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03083.bmp, PSNR, 27.554772, SSIM, 0.850597 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03581.bmp, PSNR, 34.888411, SSIM, 0.907624 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03766.bmp, PSNR, 28.304029, SSIM, 0.810295 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03907.bmp, PSNR, 30.433122, SSIM, 0.776176 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04134.bmp, PSNR, 37.448201, SSIM, 0.955126 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04576.bmp, PSNR, 34.405013, SSIM, 0.944332 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04582.bmp, PSNR, 27.177939, SSIM, 0.827619 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04694.bmp, PSNR, 33.334338, SSIM, 0.899283 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04695.bmp, PSNR, 33.271514, SSIM, 0.857795 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04699.bmp, PSNR, 32.797840, SSIM, 0.857867 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00238.bmp, PSNR, 25.679764, SSIM, 0.884095 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00467.bmp, PSNR, 28.103410, SSIM, 0.863508 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00641.bmp, PSNR, 28.096169, SSIM, 0.783956 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00766.bmp, PSNR, 26.346508, SSIM, 0.819174 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00767.bmp, PSNR, 30.455199, SSIM, 0.835641 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01034.bmp, PSNR, 38.736634, SSIM, 0.948548 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01631.bmp, PSNR, 28.288434, SSIM, 0.797151 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01660.bmp, PSNR, 31.184022, SSIM, 0.905842 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02827.bmp, PSNR, 32.027522, SSIM, 0.902811 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02913.bmp, PSNR, 26.762598, SSIM, 0.729513 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03083.bmp, PSNR, 30.188950, SSIM, 0.907545 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03581.bmp, PSNR, 36.916542, SSIM, 0.935216 
