RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00471.bmp,46.764445,0.99332,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00559.bmp,42.890336,0.988385,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00560.bmp,36.737467,0.957786,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00733.bmp,44.30101,0.992832,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,01279.bmp,39.60967,0.985679,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,01790.bmp,42.263978,0.989239,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,03133.bmp,44.002224,0.988761,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,03349.bmp,45.339603,0.993558,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,03407.bmp,38.639436,0.973314,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,03784.bmp,38.426825,0.976149,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,04702.bmp,37.211682,0.978477,,,,,
