RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00170.bmp,36.813771,0.939455,,36.813771,0.939455,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00228.bmp,40.469872,0.954974,,40.469872,0.954974,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00232.bmp,42.011509,0.983309,,42.011509,0.983309,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00242.bmp,31.353056,0.837686,,31.353056,0.837686,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00244.bmp,35.849232,0.968446,,35.849232,0.968446,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00246.bmp,49.094757,0.995789,,49.094757,0.995789,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00249.bmp,32.301516,0.909656,,32.301516,0.909656,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00258.bmp,45.472107,0.991843,,45.472107,0.991843,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00415.bmp,36.337609,0.974896,,36.337609,0.974896,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00471.bmp,41.407382,0.980208,,41.407382,0.980208,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00559.bmp,37.676009,0.971084,,37.676009,0.971084,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00560.bmp,33.133581,0.914803,,33.133581,0.914803,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,00733.bmp,38.449876,0.980299,,38.449876,0.980299,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,01279.bmp,34.114429,0.961108,,34.114429,0.961108,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,01790.bmp,36.476204,0.976737,,36.476204,0.976737,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,03133.bmp,38.953875,0.975653,,38.953875,0.975653,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,03349.bmp,39.516851,0.980687,,39.516851,0.980687,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,03407.bmp,34.072024,0.937953,,34.072024,0.937953,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,03784.bmp,33.352398,0.94367,,33.352398,0.94367,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, RCAN_5x5_dilated_17cases,04702.bmp,32.860313,0.94897,,32.860313,0.94897,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00170.bmp,38.731403,0.958526,,37.48581855,0.9563613,38.731403,0.958526
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00228.bmp,42.306825,0.969185,,,,42.306825,0.969185
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00232.bmp,44.383408,0.989292,,,,44.383408,0.989292
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00242.bmp,32.930344,0.880755,,,,32.930344,0.880755
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00244.bmp,38.879819,0.982393,,,,38.879819,0.982393
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00246.bmp,50.543084,0.996663,,,,50.543084,0.996663
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00249.bmp,34.319257,0.939867,,,,34.319257,0.939867
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00258.bmp,47.411774,0.993883,,,,47.411774,0.993883
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00415.bmp,39.45595,0.985143,,,,39.45595,0.985143
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00471.bmp,44.515433,0.989321,,,,44.515433,0.989321
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00559.bmp,40.546955,0.982497,,,,40.546955,0.982497
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00560.bmp,34.937455,0.938864,,,,34.937455,0.938864
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,00733.bmp,41.825125,0.989455,,,,41.825125,0.989455
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,01279.bmp,36.990214,0.977104,,,,36.990214,0.977104
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,01790.bmp,39.687594,0.985283,,,,39.687594,0.985283
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,03133.bmp,41.749867,0.98416,,,,41.749867,0.98416
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,03349.bmp,42.837851,0.989617,,,,42.837851,0.989617
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,03407.bmp,36.282911,0.958456,,,,36.282911,0.958456
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,03784.bmp,35.833129,0.962348,,,,35.833129,0.962348
RCAN_5x5_dilated_17cases,0.4,Bernoulli, RCAN_5x5_dilated_17cases,04702.bmp,34.896637,0.966088,,,,34.896637,0.966088
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00170.bmp,40.749563,0.972764,,,,39.95325175,0.970945
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00228.bmp,44.011384,0.978798,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00232.bmp,46.102796,0.992372,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00242.bmp,34.583756,0.915312,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00244.bmp,41.893216,0.99002,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00246.bmp,49.296325,0.99591,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00249.bmp,36.451003,0.961264,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00258.bmp,48.85883,0.995062,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, RCAN_5x5_dilated_17cases,00415.bmp,42.147193,0.990508,,,,,
