RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,00524.bmp, 21.241190, 0.495338 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,00548.bmp, 22.243714, 0.528380 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,00794.bmp, NaN, NaN 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01078.bmp, -63.836195, 0.000000 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01102.bmp, 19.477185, 0.476511 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01112.bmp, 19.544120, 0.355837 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01792.bmp, 22.243714, 0.528380 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01847.bmp, 11.356802, 0.160590 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,01888.bmp, -264.893017, 0.000000 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02309.bmp, 25.628240, 0.764857 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02514.bmp, 17.817316, 0.172908 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,02515.bmp, 14.282218, 0.280739 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03143.bmp, 15.640752, 0.356858 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03152.bmp, 18.038692, 0.350646 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03168.bmp, 19.781961, 0.509097 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03584.bmp, 16.674242, 0.258265 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03848.bmp, 29.897761, 0.880751 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,03896.bmp, 21.150319, 0.621353 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,04224.bmp, 16.205804, 0.176552 
RCAN_5x5_dilated_17cases+, 0.010000,Bernoulli, RCAN_5x5_dilated_17cases+,04474.bmp, -214.389599, 0.000000 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,00524.bmp, 25.288225, 0.669096 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,00548.bmp, 28.547529, 0.749065 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,00794.bmp, 23.749505, 0.724155 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01078.bmp, 21.767793, 0.666196 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01102.bmp, 25.108831, 0.662706 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01112.bmp, 22.340599, 0.485291 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01792.bmp, 28.547529, 0.749065 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01847.bmp, 19.952303, 0.536496 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,01888.bmp, 27.922029, 0.741602 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02309.bmp, 32.518065, 0.892178 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02514.bmp, 19.232061, 0.294675 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,02515.bmp, 26.627184, 0.566476 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03143.bmp, 21.514032, 0.697433 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03152.bmp, 23.544366, 0.644269 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03168.bmp, 21.163131, 0.550338 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03584.bmp, 21.520582, 0.524811 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03848.bmp, 37.050978, 0.947132 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,03896.bmp, 31.763579, 0.843027 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,04224.bmp, 18.013599, 0.318170 
RCAN_5x5_dilated_17cases+, 0.040000,Bernoulli, RCAN_5x5_dilated_17cases+,04474.bmp, 22.455197, 0.641900 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,00524.bmp, 28.809581, 0.811775 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,00548.bmp, 33.172083, 0.884895 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,00794.bmp, 28.830296, 0.875816 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,01078.bmp, 26.175946, 0.849188 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,01102.bmp, 28.969495, 0.786158 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,01112.bmp, 25.369273, 0.669518 
RCAN_5x5_dilated_17cases+, 0.100000,Bernoulli, RCAN_5x5_dilated_17cases+,01792.bmp, 33.172083, 0.884895 
