Denoiser, BM3D, Rate, 0.050000, Image_name, 00191.bmp, PSNR, 30.124445, SSIM, 0.827673 
Denoiser, BM3D, Rate, 0.050000, Image_name, 04723.bmp, PSNR, 24.154372, SSIM, 0.761915 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00191.bmp, PSNR, 34.079393, SSIM, 0.904616 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00209.bmp, PSNR, 34.390586, SSIM, 0.907458 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00221.bmp, PSNR, 25.147911, SSIM, 0.708492 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00310.bmp, PSNR, 29.875217, SSIM, 0.852025 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00348.bmp, PSNR, 22.477959, SSIM, 0.732357 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00510.bmp, PSNR, 28.073618, SSIM, 0.818267 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00566.bmp, PSNR, 34.452759, SSIM, 0.944645 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00639.bmp, PSNR, 23.119634, SSIM, 0.768473 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00643.bmp, PSNR, 23.638162, SSIM, 0.724550 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00760.bmp, PSNR, 25.369088, SSIM, 0.767926 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00835.bmp, PSNR, 29.274516, SSIM, 0.844385 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00910.bmp, PSNR, 26.681220, SSIM, 0.808164 
Denoiser, BM3D, Rate, 0.100000, Image_name, 00927.bmp, PSNR, 28.237245, SSIM, 0.845505 
Denoiser, BM3D, Rate, 0.100000, Image_name, 01673.bmp, PSNR, 32.883751, SSIM, 0.929098 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02947.bmp, PSNR, 27.616349, SSIM, 0.807868 
Denoiser, BM3D, Rate, 0.100000, Image_name, 02955.bmp, PSNR, 36.722843, SSIM, 0.944638 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03191.bmp, PSNR, 25.946300, SSIM, 0.832324 
Denoiser, BM3D, Rate, 0.100000, Image_name, 03294.bmp, PSNR, 25.147911, SSIM, 0.708492 
Denoiser, BM3D, Rate, 0.100000, Image_name, 04001.bmp, PSNR, 24.644346, SSIM, 0.781667 
Denoiser, BM3D, Rate, 0.100000, Image_name, 04723.bmp, PSNR, 28.156084, SSIM, 0.874975 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00191.bmp, PSNR, 36.338662, SSIM, 0.933555 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00209.bmp, PSNR, 36.656118, SSIM, 0.937039 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00221.bmp, PSNR, 27.258912, SSIM, 0.793924 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00310.bmp, PSNR, 32.732968, SSIM, 0.912169 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00348.bmp, PSNR, 24.513744, SSIM, 0.806217 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00510.bmp, PSNR, 30.593418, SSIM, 0.875394 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00566.bmp, PSNR, 38.025832, SSIM, 0.971580 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00639.bmp, PSNR, 25.717356, SSIM, 0.856072 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00643.bmp, PSNR, 27.573264, SSIM, 0.852169 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00760.bmp, PSNR, 28.001040, SSIM, 0.855327 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00835.bmp, PSNR, 31.842446, SSIM, 0.892719 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00910.bmp, PSNR, 30.028059, SSIM, 0.893954 
Denoiser, BM3D, Rate, 0.150000, Image_name, 00927.bmp, PSNR, 30.925297, SSIM, 0.897673 
Denoiser, BM3D, Rate, 0.150000, Image_name, 01673.bmp, PSNR, 35.620696, SSIM, 0.953878 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02947.bmp, PSNR, 29.802162, SSIM, 0.866538 
Denoiser, BM3D, Rate, 0.150000, Image_name, 02955.bmp, PSNR, 39.332855, SSIM, 0.964780 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03191.bmp, PSNR, 29.344766, SSIM, 0.903412 
Denoiser, BM3D, Rate, 0.150000, Image_name, 03294.bmp, PSNR, 27.258912, SSIM, 0.793924 
Denoiser, BM3D, Rate, 0.150000, Image_name, 04001.bmp, PSNR, 27.528321, SSIM, 0.866697 
Denoiser, BM3D, Rate, 0.150000, Image_name, 04723.bmp, PSNR, 30.945162, SSIM, 0.921214 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00191.bmp, PSNR, 37.914674, SSIM, 0.948802 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00209.bmp, PSNR, 38.316394, SSIM, 0.953018 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00221.bmp, PSNR, 28.588762, SSIM, 0.837106 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00310.bmp, PSNR, 35.001159, SSIM, 0.940297 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00348.bmp, PSNR, 26.848635, SSIM, 0.871154 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00510.bmp, PSNR, 32.816476, SSIM, 0.918419 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00566.bmp, PSNR, 40.437596, SSIM, 0.981929 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00639.bmp, PSNR, 28.088421, SSIM, 0.908454 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00643.bmp, PSNR, 30.035653, SSIM, 0.898124 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00760.bmp, PSNR, 29.939639, SSIM, 0.901629 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00835.bmp, PSNR, 33.670833, SSIM, 0.918084 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00910.bmp, PSNR, 32.365952, SSIM, 0.928935 
Denoiser, BM3D, Rate, 0.200000, Image_name, 00927.bmp, PSNR, 32.886864, SSIM, 0.923763 
Denoiser, BM3D, Rate, 0.200000, Image_name, 01673.bmp, PSNR, 37.777109, SSIM, 0.968406 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02947.bmp, PSNR, 31.424020, SSIM, 0.901641 
Denoiser, BM3D, Rate, 0.200000, Image_name, 02955.bmp, PSNR, 41.205020, SSIM, 0.974647 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03191.bmp, PSNR, 31.354615, SSIM, 0.931302 
Denoiser, BM3D, Rate, 0.200000, Image_name, 03294.bmp, PSNR, 28.588762, SSIM, 0.837106 
Denoiser, BM3D, Rate, 0.200000, Image_name, 04001.bmp, PSNR, 29.537361, SSIM, 0.908255 
Denoiser, BM3D, Rate, 0.200000, Image_name, 04723.bmp, PSNR, 33.367370, SSIM, 0.947720 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00191.bmp, PSNR, 39.253313, SSIM, 0.960182 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00209.bmp, PSNR, 39.729146, SSIM, 0.963749 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00221.bmp, PSNR, 29.899074, SSIM, 0.872775 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00310.bmp, PSNR, 36.875569, SSIM, 0.956596 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00348.bmp, PSNR, 28.326309, SSIM, 0.900175 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00510.bmp, PSNR, 34.775920, SSIM, 0.944626 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00566.bmp, PSNR, 42.526968, SSIM, 0.987400 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00639.bmp, PSNR, 30.119338, SSIM, 0.936363 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00643.bmp, PSNR, 31.949629, SSIM, 0.925880 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00760.bmp, PSNR, 31.653540, SSIM, 0.928313 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00835.bmp, PSNR, 35.137368, SSIM, 0.934931 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00910.bmp, PSNR, 34.377510, SSIM, 0.949822 
Denoiser, BM3D, Rate, 0.250000, Image_name, 00927.bmp, PSNR, 34.423721, SSIM, 0.939736 
Denoiser, BM3D, Rate, 0.250000, Image_name, 01673.bmp, PSNR, 39.608262, SSIM, 0.977137 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02947.bmp, PSNR, 33.000103, SSIM, 0.926591 
Denoiser, BM3D, Rate, 0.250000, Image_name, 02955.bmp, PSNR, 42.838882, SSIM, 0.980786 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03191.bmp, PSNR, 33.059357, SSIM, 0.949470 
Denoiser, BM3D, Rate, 0.250000, Image_name, 03294.bmp, PSNR, 29.899074, SSIM, 0.872775 
Denoiser, BM3D, Rate, 0.250000, Image_name, 04001.bmp, PSNR, 31.272300, SSIM, 0.933487 
Denoiser, BM3D, Rate, 0.250000, Image_name, 04723.bmp, PSNR, 35.500301, SSIM, 0.962988 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00191.bmp, PSNR, 40.380250, SSIM, 0.967883 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00209.bmp, PSNR, 40.904239, SSIM, 0.971079 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00221.bmp, PSNR, 31.336012, SSIM, 0.906062 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00310.bmp, PSNR, 38.456502, SSIM, 0.966973 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00348.bmp, PSNR, 29.586805, SSIM, 0.919770 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00510.bmp, PSNR, 36.480876, SSIM, 0.960051 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00566.bmp, PSNR, 44.212854, SSIM, 0.990682 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00639.bmp, PSNR, 32.055226, SSIM, 0.954135 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00643.bmp, PSNR, 33.800655, SSIM, 0.945433 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00760.bmp, PSNR, 33.198243, SSIM, 0.946785 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00835.bmp, PSNR, 36.464802, SSIM, 0.947169 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00910.bmp, PSNR, 36.285668, SSIM, 0.965197 
Denoiser, BM3D, Rate, 0.300000, Image_name, 00927.bmp, PSNR, 35.844288, SSIM, 0.951494 
Denoiser, BM3D, Rate, 0.300000, Image_name, 01673.bmp, PSNR, 41.092380, SSIM, 0.982237 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02947.bmp, PSNR, 34.634143, SSIM, 0.946617 
Denoiser, BM3D, Rate, 0.300000, Image_name, 02955.bmp, PSNR, 44.050446, SSIM, 0.984390 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03191.bmp, PSNR, 34.492411, SSIM, 0.960285 
Denoiser, BM3D, Rate, 0.300000, Image_name, 03294.bmp, PSNR, 31.336012, SSIM, 0.906062 
Denoiser, BM3D, Rate, 0.300000, Image_name, 04001.bmp, PSNR, 32.711981, SSIM, 0.948404 
Denoiser, BM3D, Rate, 0.300000, Image_name, 04723.bmp, PSNR, 37.470683, SSIM, 0.973072 
