293.73,84.549,54.981,33.42,25.122,20.748,18.51,17.101,16.185,15.478,15.01,14.742,14.573,14.55,14.559,14.602,14.314,14.33,14.357,14.344,14.415
230.33,55.57,33.694,21.785,16.773,14.488,13.125,12.271,11.846,11.623,11.648,11.523,11.587,11.498,11.451,11.441,11.342,11.353,11.287,11.275,11.28
251.99,45.905,26.277,18.755,15.733,14.222,13.592,12.768,12.461,12.457,12.503,12.513,12.529,12.499,12.586,12.494,12.283,12.225,12.174,12.194,12.28
358.64,64.872,35.297,24.493,20.028,17.706,16.192,15.288,14.828,14.53,14.447,14.318,14.316,14.31,14.333,14.313,14.049,13.993,13.964,13.923,13.897
240.78,39.783,21.68,15.467,13.399,12.124,11.697,11.228,11.055,10.927,11.097,10.965,11.03,10.97,10.947,11.066,11.023,11.071,11.02,10.868,10.968
274.88,33.819,13.494,8.4162,7.0415,6.5046,6.2271,6.1051,6.0453,6.0109,6.081,6.1066,6.0803,6.1109,6.1491,6.1143,6.0727,6.0371,6.0567,6.0054,6.0851
256.09,46.679,26.362,19.231,15.88,14.508,13.789,13.179,12.99,12.992,13.246,13.146,13.15,13.216,13.134,13.25,13.027,12.972,12.937,12.903,13.116
266.16,52.365,28.787,17.547,12.988,10.813,9.6523,9.0618,8.7532,8.4992,8.4661,8.345,8.34,8.3457,8.332,8.3632,8.3726,8.3359,8.2875,8.1984,8.2563
197.3,36.089,20.634,14.479,11.961,10.637,10.058,9.6275,9.4167,9.2699,9.5168,9.2945,9.337,9.3055,9.3309,9.3099,9.2324,9.2339,9.2267,9.2605,9.2827
249.16,46.714,29.141,21.674,19.014,17.555,16.954,16.274,16.036,15.926,16.105,15.897,16.129,16.131,16.264,16.34,16.11,16.043,16.006,15.882,15.937
258.61,50.017,26.233,17.358,13.747,12.087,10.981,10.332,10.026,9.8933,9.8872,9.7854,9.7346,9.6672,9.8137,9.8115,9.5732,9.4825,9.4687,9.4255,9.4664
165.92,27.119,13.448,9.1709,7.5752,6.8386,6.5733,6.2661,6.1981,6.2093,6.3321,6.264,6.3947,6.3347,6.3747,6.3348,6.3226,6.282,6.2587,6.2027,6.2937
