RCAN_5x5_dilated_17cases,0.05,Bernoulli, 1.tif,25.593969,0.759012,,25.593969,29.923454,34.801419,36.754784,38.881583,40.607658,,27.20788,32.181088,35.568037,37.52651,39.036546,40.170561
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 2.tif,28.039912,0.818682,,28.039912,32.006491,36.001038,38.674262,40.655767,41.829962,,28.047069,32.302445,36.54667,38.686069,40.044695,40.961857
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 3.tif,27.496669,0.820128,,27.496669,30.068837,34.112141,36.714248,39.604568,41.555649,,27.576306,30.119659,34.346094,37.651731,40.5055,42.737897
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 4.tif,35.206021,0.919044,,35.206021,37.931928,40.558165,42.868327,44.548141,45.882037,,35.371899,38.153649,40.975721,43.081737,45.054203,46.492565
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 5.tif,33.774161,0.86666,,33.774161,36.004282,38.198775,40.108606,41.903476,43.478035,,34.176795,36.532439,38.965805,40.482885,41.789662,43.010406
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 6.tif,28.895669,0.854519,,28.895669,32.87522,37.079237,39.711968,41.958736,43.818223,,29.234412,33.20477,37.666064,39.84011,41.760791,43.173261
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 7.tif,27.136431,0.865875,,27.136431,31.04179,35.609962,38.749171,41.039166,42.744114,,27.172897,31.467941,36.403956,39.396781,41.549427,43.5451
RCAN_5x5_dilated_17cases,0.05,Bernoulli, 8.tif,31.025416,0.884073,,31.025416,34.396227,37.692586,40.097231,41.854565,43.412931,,31.134971,34.410726,37.873919,40.151585,41.660844,42.891323
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 1.tif,29.923454,0.89386,,29.646031,33.03102863,36.75666538,39.20982463,41.30575025,42.91607613,,29.99027863,33.54658963,37.29328325,39.602176,41.4252085,42.87287125
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 2.tif,32.006491,0.905309,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 3.tif,30.068837,0.872856,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 4.tif,37.931928,0.946781,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 5.tif,36.004282,0.905464,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 6.tif,32.87522,0.922026,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 7.tif,31.04179,0.929776,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.1,Bernoulli, 8.tif,34.396227,0.925362,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 1.tif,34.801419,0.955739,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 2.tif,36.001038,0.952072,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 3.tif,34.112141,0.932958,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 4.tif,40.558165,0.966103,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 5.tif,38.198775,0.937891,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 6.tif,37.079237,0.95953,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 7.tif,35.609962,0.965194,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.2,Bernoulli, 8.tif,37.692586,0.953011,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 1.tif,36.754784,0.968,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 2.tif,38.674262,0.969708,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 3.tif,36.714248,0.953967,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 4.tif,42.868327,0.977974,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 5.tif,40.108606,0.95818,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 6.tif,39.711968,0.973184,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 7.tif,38.749171,0.977358,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.3,Bernoulli, 8.tif,40.097231,0.967692,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 1.tif,38.881583,0.97714,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 2.tif,40.655767,0.977593,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 3.tif,39.604568,0.968327,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 4.tif,44.548141,0.984104,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 5.tif,41.903476,0.971012,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 6.tif,41.958736,0.981663,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 7.tif,41.039166,0.98366,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.4,Bernoulli, 8.tif,41.854565,0.97564,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, 1.tif,40.607658,0.982447,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, 2.tif,41.829962,0.981012,,,,,,,,,,,,,,
RCAN_5x5_dilated_17cases,0.5,Bernoulli, 3.tif,41.555649,0.975692,,,,,,,,,,,,,,
