1603,745.45,550.37,341.2,298.03,273.33,281.77,268.18,264.18,261.87,260.35,255.92,263.82,274.09,283.61,270.61,265.75,269.18,275.04,260.78,274.64,283.42,279.1,271.71,283.65,280,268.8,267.16,266.71,271.55,271.87
1643.2,739.97,542.89,328.76,284.09,231.84,250.68,235.73,225.92,219.81,212.26,215.24,222.24,220.16,216.52,215.2,225.51,231.33,227.53,228.91,240.2,223.98,231.89,226.9,230.42,222.12,208.63,209.22,224.66,231.72,241.8
1557.1,705.62,508.42,333.04,270.86,232.6,252.86,229.36,222.69,225.73,230.98,218.39,216.69,226.98,228.91,235.38,228.29,225.96,224.06,216.51,230.55,241.34,235.58,224.94,223.91,228.5,246.63,226.5,228.74,230.92,225.92
1961.2,791.76,523.07,270.48,186.49,125.37,112.38,104.62,100.21,97.286,93.443,95.036,96.014,97.477,94.684,95.037,89.362,96.169,93.599,88.255,91.911,91.035,94.903,86.896,89.599,90.041,87.642,83.726,88.327,90.962,90.121
1774.7,792.16,579.27,315.14,235.61,162.81,153.47,129.74,119.84,117.37,112,108.33,106.71,110.08,111.28,115.44,108.04,102.37,105.15,98.307,104.05,108.26,105.02,101.41,109.86,116.98,112.36,107.87,110.54,111.66,109.8
1586.3,722.67,525.27,326.27,265.06,218.67,232.03,218.88,214.4,206.77,220.44,216.1,213.86,217.53,229.03,213.37,221.77,221.99,222.04,202.88,219.08,229.53,234.19,216,215.61,224.08,199.39,196.92,198.9,217.65,227.09
1450.7,700.44,571.75,448.99,375.04,353.65,350.43,336.64,303.28,309.07,329.11,320.6,336.69,330.91,345.82,335.12,321.98,327.66,308.43,306.51,329.51,325.01,312.28,309.04,318.39,329.52,324.5,311.65,320.34,343.25,350.61
1669.1,691.76,457.89,286.43,233.13,197.75,204.61,190.82,185.75,178.95,177.11,179.14,182.51,191.47,197.71,187.9,189.64,180.47,182.83,164.76,176.99,188.87,186.09,180.38,183.15,180.2,171.68,166.95,170.74,186.65,178.85
640.6,145.19,106.46,77.172,63.315,56.835,55.774,52.222,50.533,49.744,52.072,50.898,51.349,49.499,50.567,50.188,49.823,49.837,50.774,49.68,51.088,52.134,52.224,48.775,50.769,49.331,50.319,49.874,50.479,49.311,52.102
652.29,149.24,99.768,68.107,57.625,51.553,49.028,46.4,44.912,44.717,44.321,43.332,43.875,43.372,42.466,42.899,43.483,44.263,45.259,43.967,44.574,43.597,44.164,43.489,44.449,43.335,42.829,41.98,43.446,43.629,45.546
625.91,151.01,96.264,69.35,58.448,51.273,50.918,48.838,48.124,45.568,47.841,47.217,47.652,49.28,49.422,49.098,49.409,48.341,47.534,47.352,46.779,48.506,49.564,47.804,48.261,48.195,49.149,47.954,48.245,48.865,48.931
771.52,119.65,61.337,33.021,25.517,21.953,21.198,20.466,20.098,20.165,19.949,19.48,20.089,20.505,20.498,20.123,20.084,20.589,19.853,19.725,19.865,20.056,20.232,19.881,20.478,20.321,19.548,19.523,20.275,20.22,20.809
685.65,129.57,76.241,37.211,27.967,24.57,24.221,23.384,23.055,23.19,23.095,22.678,23.189,23.343,23.044,23.839,22.948,22.423,23.03,22.185,22.959,23.244,22.939,23.289,23.627,23.454,23.485,23.266,23.007,22.539,23.44
625.14,150.61,100.59,65.033,53.098,45.293,43.43,40.547,39.496,39.559,40.936,39.679,40.833,41.139,41.318,41.387,40.443,40.074,41.664,41.743,42.206,41.47,41.208,38.874,39.951,40.664,39.771,38.777,37.849,38.511,40.175
577.11,179.83,137.72,89.624,69.863,60.366,55.564,51.52,50.519,50.085,51.672,50.708,50.982,52.302,52.894,51.661,51.916,52.926,50.536,50.714,51.929,50.287,49.935,49.404,49.299,49.099,49.45,48.194,49.665,50.635,52.758
666.42,143.82,88.304,53.917,42.257,36.653,34.406,32.729,33.021,31.663,31.97,32.326,32.611,33.235,33.166,33.528,33.038,31.918,32.002,31.604,31.914,33.49,33.996,32.341,33.212,32.59,31.601,31.642,32.131,31.907,31.976
433.7,93.34,57.76,37.71,29.82,25.064,23.434,22.048,21.497,20.969,21.456,21.266,21.234,20.732,21.262,21.157,20.994,21.175,21.139,20.704,20.939,21.523,21.515,21.092,21.601,20.802,20.836,20.461,20.631,20.738,21.272
439.12,93.425,54.166,34.456,27.349,23.766,22.043,20.844,20.279,20.492,20.409,20.064,20.189,19.828,19.868,19.88,19.861,19.723,20.031,19.838,19.849,19.936,20.129,19.78,20.161,19.977,20,19.966,20.132,19.893,19.846
426.75,93.929,55.17,36.649,30.404,26.741,25.886,25.123,24.813,23.791,24.147,23.948,24.158,24.617,24.792,24.655,24.145,24.174,24,23.885,24.021,24.159,24.349,24.187,24.222,24.066,24.309,24.348,24.593,24.612,24.385
521.18,75.947,34.015,17.966,13.802,11.647,10.989,10.635,10.498,10.408,10.385,10.364,10.615,10.325,10.306,10.388,10.392,10.591,10.298,10.312,10.339,10.207,10.313,10.248,10.401,10.337,10.066,10.25,10.386,10.286,10.555
461.26,81.597,37.554,19.664,15.718,14.212,13.549,13.352,13.092,12.987,13.16,12.782,12.498,12.784,12.754,13.042,13.085,12.54,12.652,12.226,12.434,12.555,12.782,12.488,13.163,12.959,12.913,12.727,12.802,12.714,13.008
422.99,88.513,50.858,31.541,24.751,21.618,20.042,18.738,18.167,17.651,18.177,17.673,17.769,18.058,18.225,17.932,17.757,17.756,18.017,17.686,17.955,17.738,17.918,17.137,17.486,17.574,17.52,16.987,16.914,16.995,17.309
391.84,99.661,70.552,43.492,32.417,27.291,24.803,22.346,22.111,21.415,21.991,21.586,21.633,22.26,22.219,22.063,22.02,21.964,21.47,21.291,21.461,21.164,21.464,20.966,21.23,21.053,21.173,20.809,21.153,21.559,21.95
451.55,89.704,48.204,27.906,21.269,18.473,16.843,16.293,16.16,15.616,15.849,15.828,15.853,16.119,16.154,16.184,16.319,15.73,15.549,15.522,15.555,16.051,16.369,15.837,16.239,16.043,15.757,15.61,15.93,15.967,15.771
364.51,70.896,38.396,24.043,18.211,15.713,14.624,13.964,13.642,13.412,13.631,13.49,13.587,13.281,13.398,13.226,13.185,13.281,13.282,13.018,13.023,13.141,13.202,12.901,13.232,13.016,12.995,12.793,12.921,12.822,13.29
369.07,69.719,36.866,22.888,17.756,15.405,14.07,13.211,12.866,12.53,12.616,12.361,12.329,12.202,12.169,12.133,12.198,12.129,12.058,11.963,11.959,12.027,12.19,12.142,12.302,12.231,12.192,11.936,12.027,12.042,12.035
356.96,70.569,37.775,25.056,21.064,18.159,17.296,16.834,16.43,16.157,16.381,16.291,16.436,16.668,16.718,16.896,16.42,16.33,16.377,16.259,16.319,16.375,16.528,16.369,16.552,16.352,16.617,16.512,16.509,16.501,16.513
437.98,51.899,20.572,11.682,8.9278,7.7965,7.3568,6.9898,6.7232,6.7358,6.7561,6.7194,6.9838,6.9527,6.7857,6.8007,6.7033,6.6112,6.7494,6.7579,6.683,6.5168,6.7684,6.6803,6.7822,6.8537,6.6743,6.642,6.7412,6.6569,6.9255
388.66,58.725,23.801,13.566,10.905,9.762,9.3461,9.0768,8.8037,8.5302,8.8439,8.721,8.7881,8.8848,9.0043,8.9249,9.0067,8.7492,8.9492,8.7582,8.7656,8.9884,9.0004,8.7155,9.0768,8.9952,8.8805,8.882,8.9071,8.8323,8.8855
355.2,66.394,35.726,21.66,16.454,14.013,12.727,11.838,11.22,10.869,11.18,10.914,11.002,11.131,11.242,11.28,11.191,11.195,11.322,11.032,11.153,11.02,11.057,10.702,11.004,10.955,10.985,10.798,10.813,10.843,10.916
329.89,80.203,49.723,28.91,20.612,16.921,15.128,13.82,13.562,13.274,13.709,13.119,13.457,13.599,13.367,13.474,13.522,13.328,13.196,13.041,13.144,12.986,13.006,12.717,12.95,13.144,12.938,12.557,12.688,12.601,12.784
380.24,67.552,32.563,18.718,14.235,12.219,10.977,10.582,10.385,10.156,10.28,10.284,10.301,10.411,10.363,10.511,10.418,10.172,10.09,10.034,10.013,10.206,10.433,10.268,10.499,10.312,10.2,10.112,10.316,10.348,10.23
325.59,61.451,29.991,17.597,13.393,11.387,10.603,9.977,9.6535,9.3022,9.3935,9.2972,9.3291,9.2324,9.2667,9.1588,9.0823,9.1612,9.1472,8.9744,9.0897,9.2178,9.2093,9.0183,9.1423,9.0023,9.0321,8.8736,9.024,8.9235,9.1793
330.75,58.997,29.392,17.292,13.174,11.277,10.142,9.5858,9.1156,8.8785,8.9845,8.7578,8.5894,8.6056,8.683,8.6338,8.6187,8.4412,8.4207,8.4081,8.4362,8.4052,8.4653,8.3949,8.3785,8.4105,8.4035,8.3904,8.4154,8.397,8.4509
318.05,60.08,30.563,19.915,16.142,13.843,12.983,12.246,11.798,11.249,11.356,11.215,11.434,11.457,11.429,11.496,11.215,11.166,11.07,11.057,11.142,11.121,11.209,11.097,11.275,11.132,11.275,11.253,11.177,11.261,11.25
392.31,44.186,17.069,9.3412,6.9739,5.9476,5.3939,5.2831,5.0474,5.0788,5.1051,5.0572,5.1561,5.1438,5.0675,5.163,5.0943,5.0904,5.1298,5.1553,5.1286,5.041,5.0338,5.0591,5.082,5.0872,4.9882,4.8755,4.9546,4.7363,5.0441
346.4,51.956,19.332,10.948,8.6792,7.601,7.3725,6.9657,6.8553,6.7378,6.7768,6.6864,6.7323,6.6924,6.804,6.8621,6.8347,6.8581,6.8351,6.7345,6.6037,6.6995,6.8072,6.6226,6.8259,6.8563,6.8989,6.9316,6.7448,6.7114,6.8185
317.49,57.492,27.79,16.542,12.196,10.136,9.0949,8.4603,7.9695,7.7728,7.9423,7.8316,7.8012,7.8305,7.8809,7.8779,7.7797,7.7689,7.8107,7.6256,7.7413,7.7914,7.7681,7.5795,7.7184,7.7329,7.7477,7.5832,7.7373,7.7224,7.7978
295.6,69.193,41.004,22.234,15.437,12.439,11.043,9.8403,9.4834,9.1471,9.1379,8.8276,8.9969,8.9619,8.9967,9.1137,9.2114,9.0899,8.8355,8.7507,8.6995,8.5999,8.658,8.6645,8.7185,8.6889,8.5705,8.4244,8.5142,8.5696,8.6778
340.34,57.492,26.385,14.624,10.847,9.263,8.2547,7.9084,7.7151,7.5651,7.6103,7.5975,7.6017,7.6911,7.6804,7.8003,7.6695,7.511,7.4979,7.3693,7.1442,7.174,7.1406,7.2455,7.3353,7.3839,7.4826,7.2924,7.3358,7.1979,7.2103
288.2,51.788,26.138,14.799,10.841,9.114,8.3089,7.6914,7.5548,7.3818,7.3867,7.3423,7.3181,7.2121,7.3028,7.2507,7.2336,7.2631,7.2075,7.0901,7.2638,7.2945,7.2391,7.0955,7.2061,7.12,7.1688,7.0566,7.0606,7.0283,7.171
292.68,49.969,24.608,13.964,10.601,9.0163,7.8943,7.4564,7.1377,7.0411,7.1134,6.8621,6.7499,6.8403,6.7998,6.9324,6.9466,6.8707,6.8384,6.8164,6.9001,6.8032,6.8685,6.8119,6.7757,6.7884,6.7839,6.7384,6.7713,6.8056,6.9273
281.43,50.724,25.948,16.258,12.806,10.798,10.052,9.351,8.8937,8.4165,8.4854,8.4339,8.5094,8.4522,8.4908,8.5548,8.4129,8.3108,8.272,8.2626,8.3327,8.309,8.3193,8.272,8.3473,8.2948,8.4023,8.3804,8.3367,8.3942,8.3652
348.19,37.191,14.339,7.6586,5.7019,4.8971,4.6044,4.2171,4.007,3.9697,4.056,3.9453,3.9375,3.962,3.9508,3.9655,3.7967,4.0044,4.2327,4.0661,3.9395,3.9482,3.9402,4.0511,4.1401,4.0345,3.9342,3.8,3.8106,3.7862,4.0025
307.61,42.991,15.594,9.1833,7.0742,6.2763,5.8142,5.7483,5.6468,5.5025,5.624,5.5157,5.5041,5.5576,5.6209,5.5613,5.6313,5.528,5.5559,5.4507,5.511,5.5,5.6798,5.4922,5.56,5.5311,5.6433,5.5455,5.5834,5.5348,5.6478
281.2,47.119,23.071,13.39,9.6192,7.8122,7.0938,6.5807,6.238,6.0402,6.1156,6.0257,6.0357,6.073,6.1339,6.1284,6.038,6.0246,6.0275,5.9587,6.0255,5.9405,5.9483,5.8257,5.9184,5.8998,5.9447,5.8733,5.9659,6.028,6.0544
261.63,56.44,32.324,17.058,12.125,9.6151,8.2468,7.3094,6.9996,6.6945,6.7167,6.4629,6.4737,6.3844,6.5597,6.5597,6.5849,6.5154,6.4577,6.349,6.1927,6.1151,6.1516,6.1999,6.2813,6.2808,6.1884,6.0979,6.1484,6.0673,6.1732
302.18,48.553,20.852,11.705,8.5277,7.1027,6.4816,6.1094,5.9342,5.5902,5.6244,5.6776,5.7122,5.8321,5.6088,5.7552,5.5978,5.7218,5.6386,5.7,5.4547,5.6874,5.62,5.8584,5.8128,6.0182,5.8343,5.6029,5.784,5.7557,5.6031
265.69,49.002,21.47,12.133,8.9364,7.4632,6.8368,6.3752,6.1869,6.1136,6.189,6.1556,6.106,6.0478,6.0992,6.0516,6.0042,6.0178,6.0446,5.9178,5.9882,5.968,5.9973,5.9871,6.0528,5.9843,5.9779,5.946,5.9687,5.9236,6.0165
271.41,46.938,21.351,11.865,8.7879,7.3283,6.3301,6.0082,5.8464,5.733,5.7722,5.5972,5.6213,5.701,5.7126,5.7157,5.7104,5.5991,5.6671,5.6349,5.7352,5.7193,5.7388,5.6829,5.6771,5.6477,5.6438,5.6865,5.6687,5.6368,5.7261
260.36,46.057,22.079,13.389,10.379,8.6143,7.8563,7.1602,6.7301,6.4018,6.3819,6.2687,6.3397,6.323,6.3654,6.3814,6.2247,6.1043,6.0812,6.1004,6.1285,6.1181,6.2614,6.2517,6.3252,6.1628,6.2315,6.2092,6.2173,6.2321,6.2621
322.03,35.38,12.616,6.6119,4.8332,4.2924,3.88,3.526,3.3174,3.2146,3.1386,3.1302,3.0605,2.989,2.9026,3.0251,2.9545,2.9352,3.1356,2.99,2.9519,3.0384,3.0022,3.1002,3.0927,3.0204,3.0258,2.9736,2.9013,2.8613,2.9693
284.49,39.23,14.263,7.9014,6.0994,5.2744,4.9955,4.8767,4.7412,4.7045,4.7901,4.5878,4.5606,4.6716,4.6865,4.6346,4.6084,4.5732,4.6899,4.5369,4.5118,4.5497,4.6885,4.5661,4.5397,4.6463,4.5812,4.5826,4.7517,4.6925,4.7382
259.16,44.102,20.261,11.361,8.0454,6.5013,5.8326,5.345,5.1269,5.0492,5.1282,5.0463,5.0081,5.0358,5.0596,5.0761,5.0345,5.053,5.0831,5.0345,5.0584,4.9831,4.9871,4.771,4.9429,4.8906,4.864,4.9864,5.0238,5.0157,5.0761
