MWCNN24,0.01,Bernoulli, 1.tif,20.094038,0.454435,20.477246
MWCNN24,0.01,Bernoulli, 2.tif,20.998128,0.55468,21.35294
MWCNN24,0.01,Bernoulli, 3.tif,21.189925,0.661232,21.009618
MWCNN24,0.01,Bernoulli, 4.tif,29.4436,0.840694,29.332066
MWCNN24,0.01,Bernoulli, 5.tif,27.309536,0.791428,27.501437
MWCNN24,0.01,Bernoulli, 6.tif,22.294247,0.644934,22.29657
MWCNN24,0.01,Bernoulli, 7.tif,18.242715,0.525325,18.331925
MWCNN24,0.01,Bernoulli, 8.tif,23.036006,0.71979,23.221372
MWCNN24,0.05,Bernoulli, 1.tif,27.686103,0.832522,28.018991
MWCNN24,0.05,Bernoulli, 2.tif,28.818314,0.842086,28.97904
MWCNN24,0.05,Bernoulli, 3.tif,27.737248,0.824905,28.041214
MWCNN24,0.05,Bernoulli, 4.tif,35.298619,0.919931,35.628384
MWCNN24,0.05,Bernoulli, 5.tif,34.195241,0.875085,34.248639
MWCNN24,0.05,Bernoulli, 6.tif,29.521871,0.870186,29.425893
MWCNN24,0.05,Bernoulli, 7.tif,27.538508,0.87816,27.613475
MWCNN24,0.05,Bernoulli, 8.tif,31.449783,0.889512,31.663869
MWCNN24,0.1,Bernoulli, 1.tif,31.647961,0.920567,32.392359
MWCNN24,0.1,Bernoulli, 2.tif,32.616612,0.916199,32.875649
MWCNN24,0.1,Bernoulli, 3.tif,30.54443,0.882427,30.629469
MWCNN24,0.1,Bernoulli, 4.tif,38.176237,0.948636,38.373757
MWCNN24,0.1,Bernoulli, 5.tif,36.46857,0.917537,36.544531
MWCNN24,0.1,Bernoulli, 6.tif,33.48287,0.930199,33.191307
MWCNN24,0.1,Bernoulli, 7.tif,31.592725,0.936302,31.989798
MWCNN24,0.1,Bernoulli, 8.tif,34.706856,0.928639,34.649474
MWCNN24,0.15,Bernoulli, 1.tif,34.123464,0.949665,34.159024
MWCNN24,0.15,Bernoulli, 2.tif,35.460186,0.949887,35.233203
MWCNN24,0.15,Bernoulli, 3.tif,32.601659,0.914878,32.54242
MWCNN24,0.15,Bernoulli, 4.tif,39.867168,0.961295,40.187318
MWCNN24,0.15,Bernoulli, 5.tif,37.910927,0.936835,38.074431
MWCNN24,0.15,Bernoulli, 6.tif,35.880634,0.951395,35.943387
MWCNN24,0.15,Bernoulli, 7.tif,34.444672,0.958492,34.644782
MWCNN24,0.15,Bernoulli, 8.tif,36.855743,0.947001,36.549812
MWCNN24,0.2,Bernoulli, 1.tif,35.622978,0.960974,35.860859
MWCNN24,0.2,Bernoulli, 2.tif,37.04347,0.961821,37.276452
MWCNN24,0.2,Bernoulli, 3.tif,34.409768,0.935216,34.507456
MWCNN24,0.2,Bernoulli, 4.tif,41.321397,0.970405,41.442792
MWCNN24,0.2,Bernoulli, 5.tif,39.092368,0.949987,39.340509
MWCNN24,0.2,Bernoulli, 6.tif,37.673001,0.963393,37.891529
MWCNN24,0.2,Bernoulli, 7.tif,36.580173,0.968917,37.021382
MWCNN24,0.2,Bernoulli, 8.tif,38.311501,0.957109,38.223453
MWCNN24,0.25,Bernoulli, 1.tif,36.922678,0.968591,37.05141
MWCNN24,0.25,Bernoulli, 2.tif,38.448797,0.969524,38.647257
MWCNN24,0.25,Bernoulli, 3.tif,36.108307,0.949382,36.209129
MWCNN24,0.25,Bernoulli, 4.tif,41.913257,0.973389,42.320913
MWCNN24,0.25,Bernoulli, 5.tif,40.063944,0.958875,40.320778
MWCNN24,0.25,Bernoulli, 6.tif,39.115565,0.971042,39.238232
MWCNN24,0.25,Bernoulli, 7.tif,38.458311,0.976025,38.664877
MWCNN24,0.25,Bernoulli, 8.tif,39.458619,0.964337,39.491834
MWCNN24,0.3,Bernoulli, 1.tif,38.028681,0.97374,38.143109
MWCNN24,0.3,Bernoulli, 2.tif,39.425703,0.973622,39.615924
MWCNN24,0.3,Bernoulli, 3.tif,37.661218,0.959425,37.73818
MWCNN24,0.3,Bernoulli, 4.tif,43.476227,0.98049,43.435575
MWCNN24,0.3,Bernoulli, 5.tif,40.761546,0.963605,40.637715
MWCNN24,0.3,Bernoulli, 6.tif,40.218644,0.975312,40.32327
MWCNN24,0.3,Bernoulli, 7.tif,39.704622,0.980017,39.869305
MWCNN24,0.3,Bernoulli, 8.tif,40.194144,0.967857,40.409541
MWCNN24,0.35,Bernoulli, 1.tif,38.929528,0.977081,39.006923
MWCNN24,0.35,Bernoulli, 2.tif,40.095145,0.97552,40.242532
MWCNN24,0.35,Bernoulli, 3.tif,38.902665,0.965372,38.862051
MWCNN24,0.35,Bernoulli, 4.tif,44.351175,0.98357,44.397157
MWCNN24,0.35,Bernoulli, 5.tif,41.583348,0.969323,41.50023
MWCNN24,0.35,Bernoulli, 6.tif,41.06531,0.978468,41.301951
MWCNN24,0.35,Bernoulli, 7.tif,40.305149,0.98153,40.591079
MWCNN24,0.35,Bernoulli, 8.tif,41.20753,0.972836,41.357709
MWCNN24,0.4,Bernoulli, 1.tif,39.636261,0.97917,39.394295
MWCNN24,0.4,Bernoulli, 2.tif,41.284159,0.980703,41.178989
MWCNN24,0.4,Bernoulli, 3.tif,39.543551,0.968102,40.009892
MWCNN24,0.4,Bernoulli, 4.tif,45.20198,0.986091,45.141751
MWCNN24,0.4,Bernoulli, 5.tif,42.408185,0.973938,42.371793
MWCNN24,0.4,Bernoulli, 6.tif,42.367099,0.98298,42.298229
MWCNN24,0.4,Bernoulli, 7.tif,41.667352,0.984975,41.53518
MWCNN24,0.4,Bernoulli, 8.tif,42.050028,0.976249,42.162279
MWCNN24,0.45,Bernoulli, 1.tif,40.592099,0.98268,40.059782
MWCNN24,0.45,Bernoulli, 2.tif,41.642317,0.981016,41.859744
MWCNN24,0.45,Bernoulli, 3.tif,41.132366,0.974675,41.120591
MWCNN24,0.45,Bernoulli, 4.tif,46.019477,0.988219,45.844246
MWCNN24,0.45,Bernoulli, 5.tif,43.203324,0.977802,43.104762
MWCNN24,0.45,Bernoulli, 6.tif,43.24068,0.985396,43.284277
MWCNN24,0.45,Bernoulli, 7.tif,42.472918,0.98647,42.446073
MWCNN24,0.45,Bernoulli, 8.tif,42.823568,0.979155,42.965257
MWCNN24,0.5,Bernoulli, 1.tif,41.258793,0.984197,40.754206
