19.041,22.978,24.623,25.128,25.71,25.977,26.081,26.128,26.141,26.144,26.154,26.157,26.158,26.159,26.161,26.161
22.361,27.634,34.44,37.595,38.942,39.382,39.519,39.561,39.582,39.589,39.597,39.593,39.594,39.597,39.594,39.595
20.692,23.672,27.117,28.831,29.981,30.402,30.533,30.555,30.562,30.559,30.576,30.578,30.583,30.582,30.594,30.604
23.175,30.456,33.78,35.165,36.046,36.477,36.708,36.821,36.868,36.893,36.901,36.907,36.909,36.908,36.907,36.907
27.395,37.923,40.731,41.344,41.451,41.454,41.458,41.451,41.448,41.438,41.449,41.453,41.461,41.465,41.488,41.483
14.914,17.101,18.032,18.607,18.591,18.594,18.605,18.602,18.592,18.576,18.602,18.61,18.607,18.611,18.589,18.617
21.596,25.668,27.727,28.478,29.171,29.411,29.477,29.476,29.497,29.506,29.514,29.516,29.519,29.518,29.509,29.517
21.67,25.439,27.349,28.271,28.77,28.985,29.061,29.09,29.103,29.101,29.112,29.11,29.118,29.118,29.12,29.115
24.878,33.826,36.894,38.116,38.564,38.718,38.765,38.781,38.784,38.784,38.787,38.786,38.79,38.789,38.792,38.788
24.114,30.857,34.422,36.184,37.067,37.49,37.727,37.843,37.898,37.924,37.935,37.939,37.942,37.943,37.943,37.943
16.365,19.978,21.516,22.385,23.032,23.327,23.47,23.522,23.549,23.554,23.572,23.573,23.581,23.583,23.578,23.578
22.422,27.094,32.32,34.571,35.694,36.188,36.419,36.536,36.599,36.63,36.639,36.641,36.645,36.647,36.647,36.646
19.041,22.756,24.883,25.887,26.428,26.738,26.926,27.032,27.085,27.11,27.12,27.126,27.13,27.133,27.133,27.133
19.355,24.537,26.92,28.107,28.865,29.263,29.451,29.504,29.523,29.543,29.574,29.586,29.598,29.595,29.596,29.597
22.231,27.837,30.462,31.83,32.593,33,33.184,33.253,33.287,33.302,33.316,33.321,33.324,33.327,33.332,33.33
23.048,28.651,31.12,32.332,32.861,33.079,33.166,33.188,33.196,33.199,33.217,33.214,33.216,33.218,33.226,33.232
18.24,22.332,25.814,27.595,28.566,29.19,29.554,29.743,29.842,29.885,29.92,29.937,29.95,29.958,29.963,29.963
16.848,21.105,23.243,24.469,25.02,25.55,25.889,26.094,26.215,26.283,26.331,26.357,26.37,26.38,26.39,26.395
16.34,19.555,21.067,21.935,22.457,22.741,22.877,22.914,22.937,22.955,22.976,22.982,22.991,22.998,22.999,23.006
20.492,26.42,29.793,31.774,33.094,33.873,34.306,34.663,34.905,35.067,35.172,35.234,35.279,35.305,35.321,35.333
18.93,22.73,24.253,24.68,24.793,24.819,24.823,25.255,25.441,25.507,25.54,25.549,25.549,25.553,25.557,25.558
22.13,26.91,31.684,33.046,33.298,33.335,33.343,33.344,33.343,33.344,33.347,33.343,33.345,33.347,33.344,33.346
