0.4 Set8 2 0_5,236.9382477,39.20415115,16.37705421,9.117012024,7.145350933,6.052009106,5.43605566,5.124580383,5.017449856,4.962333202,4.893657684,4.878923893,4.81517458,4.756535053,4.728281975,4.718871593,4.682302475,4.776790619,4.739946365,4.668923378,4.659542084
,20.99222067,28.30063554,33.67055897,36.27529456,37.89600621,38.88215723,39.43580489,39.69110497,39.83323697,40.41657018,40.78776101,41.01786977,41.16304348,41.25102229,41.30252332,41.33216447,41.33740571,41.35465217,41.3616817,41.35550485,
,,,,,,,,,,,,,,,,,,,,,
0.4 Set8 2 MWDNN,236.9382477,39.20415115,16.37705421,9.117012024,7.145350933,6.052009106,5.43605566,5.124580383,5.017449856,4.962333202,5.07861042,4.984112263,5.03713131,4.973061562,5.09714365,5.039602757,4.993524075,5.142135143,5.024876118,4.94169569,4.991282463
,20.99222067,28.30063554,33.67055897,36.27529456,37.89600621,38.88215723,39.43580489,39.69110497,39.83323697,39.75153205,39.87566594,39.76506841,39.88028346,39.76703655,39.89549711,39.94532042,39.81840557,39.92962853,39.95699566,39.82651132,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MWCNN,236.9382477,39.41280365,16.14647865,9.092350006,6.632426262,5.49007988,4.932482719,4.884379387,4.807076454,4.755525589,4.692614079,4.720813274,4.692165375,4.651549816,4.652101517,4.66039753,4.615240574,4.729925156,4.678543091,4.597426891,4.606393814
,20.91989415,28.44872993,33.74915877,36.91160609,38.81295214,39.8832135,40.48768821,40.842105,41.04956772,41.16915541,41.24205935,41.28782856,41.31225704,41.32432422,41.33163536,41.33626535,41.33037286,41.3486139,41.35298115,41.33990689,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.4 Set8 2 5_10,236.9382477,39.20415115,16.37705421,9.117012024,6.690413952,5.531503201,4.919847012,4.858219624,4.801825523,4.756553173,4.67332983,4.692843914,4.675558567,4.64317894,4.640731335,4.652408123,4.606602669,4.717813492,4.668602943,4.587650776,4.598093033
,20.99222067,28.30063554,33.67055897,36.85572226,38.7773946,39.86765613,40.48349169,40.84023761,41.04563478,41.16435663,41.23770499,41.28375696,41.30657498,41.32013404,41.32820806,41.3330613,41.32692346,41.34490174,41.34942151,41.33641508,
,,,,,,,,,,,,,,,,,,,,,
0.4 Set8 2 MWDNN,236.9382477,39.20415115,16.37705421,9.117012024,12.27038002,18.05934334,9.806067467,13.3914299,20.28398705,10.58226299,14.69451714,22.77023888,10.92773628,15.50025749,8.979914665,12.08009338,17.86935425,9.650082588,13.380476,19.95049286,10.19012451
