,20.99222067,28.30063554,33.67055897,30.88404887,27.44505571,33.12614547,30.03926179,26.48087385,32.52337447,29.26409374,25.62613278,32.05675524,28.78384066,33.92034553,31.07321537,27.62044091,33.20276999,30.2143511,26.6350092,32.66792139,
,,,,,,,,,,,,,,,,,,,,,
0.4 Set8 2 MWCNN,236.9382477,39.41280365,16.14647865,9.092350006,12.15370464,18.14440155,9.800534248,13.27530193,20.47217369,10.52714729,14.74284744,22.93735123,11.01707363,15.88879204,8.95294857,11.9526062,17.87349319,9.687944412,13.407444,20.18017769,10.33168125
,20.91989415,28.44872993,33.74915877,30.9672451,27.44775578,33.13325684,30.07719279,26.44313278,32.54551279,29.21490257,25.52311097,32.00399339,28.5978328,33.90442034,31.18962156,27.66031315,33.20148677,30.15164608,26.51990198,32.54731699,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.06 Set8 3 ,555.9828491,131.0044861,81.44677734,57.62512589,48.12550354,43.32788467,43.48874283,42.45457458,42.30641937,41.33115005,43.20655441,42.49237442,42.61573792,43.28687286,43.82886505,43.95981979,43.51530838,43.17982483,42.4044838,42.25320816,42.30009079
,17.6737773,22.50149139,25.78553651,27.24878616,27.85993752,28.14600043,28.26546975,28.31384458,28.34287137,28.35356555,28.36814622,28.37302744,28.36943963,28.36918621,28.3696553,28.36909603,28.36941633,28.37056103,28.36882818,28.36766989,
,,,,,,,,,,,,,,,,,,,,,
MWCNN,555.9828491,134.2006683,81.87349701,59.47331619,49.55263138,43.15777206,43.66847992,42.36283112,42.53538132,41.54242706,42.80680084,42.10100174,42.16346359,43.356987,44.05678558,43.5900116,43.21858978,43.27248001,42.28398514,41.91866684,41.64965057
,17.4742229,22.41586377,25.5178316,27.12353013,27.91264722,28.21946677,28.3336257,28.38376886,28.38941566,28.36860644,28.39093189,28.39103478,28.39308664,28.40574884,28.41150855,28.41263876,28.41192844,28.41196273,28.40022974,28.38834014,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.06 Set8 2,577.2321167,126.6652451,84.33120728,56.88755035,47.75873947,42.57384491,40.74484634,39.15652466,37.45262146,36.93479919,36.91767502,36.46028519,36.55382919,35.99752808,35.77769852,36.01600266,36.58275223,36.39390564,37.27118301,36.14449692,36.81551743
,17.67057848,22.22897199,25.76172033,27.51091213,28.50248971,28.9690205,29.19389608,29.41293082,29.53146078,29.59546426,29.64405618,29.67033894,29.68578488,29.69324945,29.69983839,29.69666813,29.6896984,29.68777201,29.67885571,29.6839145,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.06 Set8 1,565.5817261,125.6533737,89.23538208,64.32230377,53.33482361,47.66831207,47.01559067,43.72498322,42.0438118,41.65208817,43.35933304,42.6109581,42.5357399,41.05786514,42.12900925,41.61898422,41.6999321,41.93841934,42.23792648,41.45903778,42.17540359
,17.78453041,21.85179545,24.54433553,26.11773193,26.90490368,27.47398038,27.79777872,28.00962773,28.15163475,28.24059848,28.27961247,28.30758049,28.30224298,28.32080373,28.32058913,28.32766785,28.3299452,28.33649134,28.33775914,28.34035798,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.06 Set8 7,510.0075378,148.1937256,111.5974045,72.56723022,57.09233475,48.65647888,45.38128662,42.62352753,41.44686508,40.81411743,42.50246811,41.89715195,41.85130692,42.71382141,43.13563919,42.42905426,42.74401093,43.31927109,41.9712677,41.57767487,42.4023056
,16.06660876,19.84301527,23.7914935,25.91200753,26.98724066,27.59523288,27.94115805,28.17525149,28.27149348,28.31994223,28.34538061,28.37249421,28.37754605,28.38216541,28.37882675,28.38192098,28.38372506,28.37936035,28.37997147,28.37984758,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0.06 Set8 5,605.7582397,109.4369583,61.37071609,31.60253525,23.97736549,21.642313,21.25695038,20.9534874,20.75448227,20.47822762,20.63487625,20.45641136,20.61643982,20.95946503,20.83159447,21.13670731,20.75019646,20.19932365,20.6029377,19.86181068,20.4660759
,18.87454232,25.05983742,30.9328338,33.30084597,34.16812964,34.42316293,34.49210171,34.5057266,34.51096604,34.50537441,34.50552641,34.50261911,34.50569734,34.51311461,34.51333797,34.51802394,34.51371432,34.49868263,34.50360333,34.55538024,
