Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00238.bmp, PSNR, 18.124331, SSIM, 0.632387 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00467.bmp, PSNR, 22.411580, SSIM, 0.640337 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00641.bmp, PSNR, 24.401408, SSIM, 0.583947 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00766.bmp, PSNR, 21.443143, SSIM, 0.616545 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00767.bmp, PSNR, 26.782818, SSIM, 0.703859 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01034.bmp, PSNR, 34.288692, SSIM, 0.897116 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01631.bmp, PSNR, 24.411170, SSIM, 0.607367 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01660.bmp, PSNR, 24.744718, SSIM, 0.689777 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02827.bmp, PSNR, 27.131409, SSIM, 0.785594 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02913.bmp, PSNR, 23.694918, SSIM, 0.540887 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03083.bmp, PSNR, 24.516657, SSIM, 0.746762 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03581.bmp, PSNR, 31.856875, SSIM, 0.862616 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03766.bmp, PSNR, 24.515573, SSIM, 0.664597 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03907.bmp, PSNR, 28.825572, SSIM, 0.710798 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04134.bmp, PSNR, 33.385828, SSIM, 0.914211 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04576.bmp, PSNR, 29.916143, SSIM, 0.887910 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04582.bmp, PSNR, 23.618382, SSIM, 0.699010 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04694.bmp, PSNR, 30.098877, SSIM, 0.828928 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04695.bmp, PSNR, 30.749604, SSIM, 0.797518 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04699.bmp, PSNR, 30.404477, SSIM, 0.800236 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00238.bmp, PSNR, 22.892452, SSIM, 0.815093 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00467.bmp, PSNR, 25.754778, SSIM, 0.789358 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00641.bmp, PSNR, 26.508684, SSIM, 0.707852 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00766.bmp, PSNR, 24.430002, SSIM, 0.757183 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00767.bmp, PSNR, 29.030541, SSIM, 0.789110 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01034.bmp, PSNR, 37.100718, SSIM, 0.931329 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01631.bmp, PSNR, 26.667112, SSIM, 0.726716 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01660.bmp, PSNR, 28.381796, SSIM, 0.834387 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02827.bmp, PSNR, 29.708194, SSIM, 0.855407 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02913.bmp, PSNR, 25.437184, SSIM, 0.647246 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03083.bmp, PSNR, 27.745290, SSIM, 0.854359 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03581.bmp, PSNR, 34.879508, SSIM, 0.908108 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03766.bmp, PSNR, 28.302136, SSIM, 0.808645 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03907.bmp, PSNR, 30.538636, SSIM, 0.774829 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04134.bmp, PSNR, 37.702775, SSIM, 0.956404 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04576.bmp, PSNR, 34.540818, SSIM, 0.945633 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04582.bmp, PSNR, 27.346924, SSIM, 0.831363 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04694.bmp, PSNR, 33.438114, SSIM, 0.902113 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04695.bmp, PSNR, 33.371461, SSIM, 0.860286 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04699.bmp, PSNR, 32.908496, SSIM, 0.862752 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00238.bmp, PSNR, 25.843773, SSIM, 0.888370 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00467.bmp, PSNR, 28.188564, SSIM, 0.864803 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00641.bmp, PSNR, 28.193236, SSIM, 0.786149 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00766.bmp, PSNR, 26.519419, SSIM, 0.826066 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00767.bmp, PSNR, 30.521959, SSIM, 0.835349 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01034.bmp, PSNR, 38.793325, SSIM, 0.948770 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01631.bmp, PSNR, 28.232627, SSIM, 0.796267 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01660.bmp, PSNR, 31.263531, SSIM, 0.905050 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02827.bmp, PSNR, 31.984439, SSIM, 0.903382 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02913.bmp, PSNR, 26.753431, SSIM, 0.728230 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03083.bmp, PSNR, 30.357487, SSIM, 0.911357 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03581.bmp, PSNR, 36.783596, SSIM, 0.933171 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03766.bmp, PSNR, 31.024318, SSIM, 0.877333 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03907.bmp, PSNR, 31.811592, SSIM, 0.821059 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04134.bmp, PSNR, 39.955258, SSIM, 0.970223 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04576.bmp, PSNR, 36.673035, SSIM, 0.959600 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04582.bmp, PSNR, 29.954629, SSIM, 0.892749 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04694.bmp, PSNR, 35.735846, SSIM, 0.935418 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04695.bmp, PSNR, 35.118575, SSIM, 0.896782 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04699.bmp, PSNR, 34.566050, SSIM, 0.896814 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00238.bmp, PSNR, 27.938859, SSIM, 0.923082 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00467.bmp, PSNR, 30.318713, SSIM, 0.909840 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00641.bmp, PSNR, 29.584465, SSIM, 0.837106 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00766.bmp, PSNR, 28.284020, SSIM, 0.869413 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00767.bmp, PSNR, 31.850208, SSIM, 0.871631 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01034.bmp, PSNR, 40.273165, SSIM, 0.961081 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01631.bmp, PSNR, 29.571896, SSIM, 0.842203 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01660.bmp, PSNR, 33.612389, SSIM, 0.941457 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 02827.bmp, PSNR, 33.986258, SSIM, 0.930883 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 02913.bmp, PSNR, 27.898407, SSIM, 0.781960 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03083.bmp, PSNR, 32.531424, SSIM, 0.940035 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03581.bmp, PSNR, 38.718756, SSIM, 0.952829 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03766.bmp, PSNR, 33.189672, SSIM, 0.917624 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03907.bmp, PSNR, 32.866904, SSIM, 0.853965 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04134.bmp, PSNR, 42.003740, SSIM, 0.978709 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04576.bmp, PSNR, 38.655501, SSIM, 0.970368 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04582.bmp, PSNR, 32.219760, SSIM, 0.927321 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04694.bmp, PSNR, 37.477926, SSIM, 0.953299 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04695.bmp, PSNR, 36.493905, SSIM, 0.920918 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04699.bmp, PSNR, 35.660245, SSIM, 0.915988 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00238.bmp, PSNR, 29.702589, SSIM, 0.943698 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00467.bmp, PSNR, 32.105593, SSIM, 0.936980 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00641.bmp, PSNR, 30.993108, SSIM, 0.878125 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00766.bmp, PSNR, 29.892419, SSIM, 0.898635 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00767.bmp, PSNR, 33.095406, SSIM, 0.899265 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01034.bmp, PSNR, 41.390662, SSIM, 0.968390 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01631.bmp, PSNR, 30.924069, SSIM, 0.879049 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01660.bmp, PSNR, 35.377395, SSIM, 0.958925 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 02827.bmp, PSNR, 35.430563, SSIM, 0.944657 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 02913.bmp, PSNR, 28.966700, SSIM, 0.826497 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03083.bmp, PSNR, 34.376902, SSIM, 0.955480 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03581.bmp, PSNR, 40.291820, SSIM, 0.964703 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03766.bmp, PSNR, 34.890300, SSIM, 0.939843 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03907.bmp, PSNR, 34.000449, SSIM, 0.883048 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04134.bmp, PSNR, 43.830583, SSIM, 0.984412 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04576.bmp, PSNR, 40.287403, SSIM, 0.976858 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04582.bmp, PSNR, 33.971034, SSIM, 0.946031 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04694.bmp, PSNR, 39.138497, SSIM, 0.965868 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04695.bmp, PSNR, 37.812564, SSIM, 0.939255 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04699.bmp, PSNR, 36.819423, SSIM, 0.933054 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00238.bmp, PSNR, 31.203003, SSIM, 0.957857 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00467.bmp, PSNR, 33.652905, SSIM, 0.953492 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00641.bmp, PSNR, 32.293739, SSIM, 0.907230 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00766.bmp, PSNR, 31.428997, SSIM, 0.921617 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00767.bmp, PSNR, 34.066183, SSIM, 0.915951 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01034.bmp, PSNR, 42.526211, SSIM, 0.974678 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01631.bmp, PSNR, 32.174706, SSIM, 0.905980 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01660.bmp, PSNR, 37.074687, SSIM, 0.971397 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 02827.bmp, PSNR, 37.004126, SSIM, 0.957108 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 02913.bmp, PSNR, 30.010944, SSIM, 0.861746 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03083.bmp, PSNR, 36.204936, SSIM, 0.967224 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03581.bmp, PSNR, 41.826107, SSIM, 0.973880 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03766.bmp, PSNR, 36.518511, SSIM, 0.957010 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03907.bmp, PSNR, 34.830102, SSIM, 0.900680 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04134.bmp, PSNR, 45.313672, SSIM, 0.987917 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04576.bmp, PSNR, 41.770966, SSIM, 0.981539 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04582.bmp, PSNR, 34.997089, SSIM, 0.954390 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04694.bmp, PSNR, 40.689188, SSIM, 0.974886 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04695.bmp, PSNR, 39.031708, SSIM, 0.952997 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04699.bmp, PSNR, 37.890462, SSIM, 0.945539 
