Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00524.bmp, PSNR, 25.905228, SSIM, 0.697300 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00548.bmp, PSNR, 29.093065, SSIM, 0.769581 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00794.bmp, PSNR, 24.527699, SSIM, 0.757336 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01078.bmp, PSNR, 22.572276, SSIM, 0.722079 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01102.bmp, PSNR, 26.263874, SSIM, 0.703046 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01112.bmp, PSNR, 22.937650, SSIM, 0.521478 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01792.bmp, PSNR, 29.093065, SSIM, 0.769581 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01847.bmp, PSNR, 20.575741, SSIM, 0.572558 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01888.bmp, PSNR, 28.766735, SSIM, 0.767660 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02309.bmp, PSNR, 33.393617, SSIM, 0.907031 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02514.bmp, PSNR, 19.598197, SSIM, 0.345100 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02515.bmp, PSNR, 26.887563, SSIM, 0.584102 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03143.bmp, PSNR, 23.530333, SSIM, 0.783218 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03152.bmp, PSNR, 24.388235, SSIM, 0.687677 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03168.bmp, PSNR, 21.579210, SSIM, 0.587852 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03584.bmp, PSNR, 21.944928, SSIM, 0.552144 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03848.bmp, PSNR, 37.742001, SSIM, 0.951338 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03896.bmp, PSNR, 32.414431, SSIM, 0.855058 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04224.bmp, PSNR, 18.362455, SSIM, 0.332512 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 04474.bmp, PSNR, 23.240769, SSIM, 0.684131 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00524.bmp, PSNR, 28.809524, SSIM, 0.812519 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00548.bmp, PSNR, 33.048439, SSIM, 0.885844 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 00794.bmp, PSNR, 28.916496, SSIM, 0.876452 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01078.bmp, PSNR, 26.178914, SSIM, 0.854260 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01102.bmp, PSNR, 28.899983, SSIM, 0.785562 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01112.bmp, PSNR, 25.293248, SSIM, 0.662366 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01792.bmp, PSNR, 33.048439, SSIM, 0.885844 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01847.bmp, PSNR, 24.249092, SSIM, 0.757657 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 01888.bmp, PSNR, 32.574063, SSIM, 0.882089 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02309.bmp, PSNR, 37.759876, SSIM, 0.957706 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02514.bmp, PSNR, 21.069068, SSIM, 0.486545 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 02515.bmp, PSNR, 28.129262, SSIM, 0.651475 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03143.bmp, PSNR, 28.320980, SSIM, 0.897559 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03152.bmp, PSNR, 28.617110, SSIM, 0.868937 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03168.bmp, PSNR, 22.698627, SSIM, 0.672642 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03584.bmp, PSNR, 25.218927, SSIM, 0.724714 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03848.bmp, PSNR, 40.936824, SSIM, 0.969112 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 03896.bmp, PSNR, 35.485607, SSIM, 0.905867 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04224.bmp, PSNR, 20.117589, SSIM, 0.497979 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.100000, Image_name, 04474.bmp, PSNR, 27.455810, SSIM, 0.854082 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00524.bmp, PSNR, 31.298417, SSIM, 0.881794 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00548.bmp, PSNR, 35.678758, SSIM, 0.930401 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 00794.bmp, PSNR, 31.865247, SSIM, 0.928733 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01078.bmp, PSNR, 29.018600, SSIM, 0.913873 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01102.bmp, PSNR, 30.701639, SSIM, 0.837080 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01112.bmp, PSNR, 27.413312, SSIM, 0.773720 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01792.bmp, PSNR, 35.678758, SSIM, 0.930401 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01847.bmp, PSNR, 26.845369, SSIM, 0.844400 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 01888.bmp, PSNR, 35.801169, SSIM, 0.938025 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02309.bmp, PSNR, 40.054854, SSIM, 0.970236 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02514.bmp, PSNR, 22.226845, SSIM, 0.582052 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 02515.bmp, PSNR, 29.212409, SSIM, 0.708609 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03143.bmp, PSNR, 32.095600, SSIM, 0.947888 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03152.bmp, PSNR, 32.230404, SSIM, 0.939815 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03168.bmp, PSNR, 23.755418, SSIM, 0.741326 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03584.bmp, PSNR, 27.623587, SSIM, 0.819440 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03848.bmp, PSNR, 42.758518, SSIM, 0.977364 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 03896.bmp, PSNR, 37.008793, SSIM, 0.925899 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04224.bmp, PSNR, 21.394259, SSIM, 0.602562 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.150000, Image_name, 04474.bmp, PSNR, 30.367872, SSIM, 0.915199 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00524.bmp, PSNR, 33.210168, SSIM, 0.918827 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00548.bmp, PSNR, 37.372636, SSIM, 0.949784 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 00794.bmp, PSNR, 34.216837, SSIM, 0.953514 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01078.bmp, PSNR, 31.426652, SSIM, 0.945617 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01102.bmp, PSNR, 32.083075, SSIM, 0.871570 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01112.bmp, PSNR, 29.136961, SSIM, 0.839193 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01792.bmp, PSNR, 37.372636, SSIM, 0.949784 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01847.bmp, PSNR, 28.845744, SSIM, 0.890765 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 01888.bmp, PSNR, 38.102497, SSIM, 0.961793 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 02309.bmp, PSNR, 41.729997, SSIM, 0.977230 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 02514.bmp, PSNR, 23.209318, SSIM, 0.658172 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 02515.bmp, PSNR, 30.251059, SSIM, 0.755472 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03143.bmp, PSNR, 34.672276, SSIM, 0.967710 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03152.bmp, PSNR, 34.878328, SSIM, 0.966052 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03168.bmp, PSNR, 24.834075, SSIM, 0.797906 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03584.bmp, PSNR, 29.793408, SSIM, 0.877830 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03848.bmp, PSNR, 44.116580, SSIM, 0.982293 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 03896.bmp, PSNR, 38.354270, SSIM, 0.941681 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04224.bmp, PSNR, 22.443739, SSIM, 0.675452 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.200000, Image_name, 04474.bmp, PSNR, 32.787476, SSIM, 0.944682 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00524.bmp, PSNR, 34.532076, SSIM, 0.936154 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00548.bmp, PSNR, 38.958390, SSIM, 0.963592 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 00794.bmp, PSNR, 35.997536, SSIM, 0.966191 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01078.bmp, PSNR, 33.747436, SSIM, 0.966349 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01102.bmp, PSNR, 33.223027, SSIM, 0.894683 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01112.bmp, PSNR, 30.848225, SSIM, 0.887816 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01792.bmp, PSNR, 38.958390, SSIM, 0.963592 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01847.bmp, PSNR, 30.661236, SSIM, 0.921896 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 01888.bmp, PSNR, 40.232882, SSIM, 0.975377 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 02309.bmp, PSNR, 43.330822, SSIM, 0.982638 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 02514.bmp, PSNR, 24.183801, SSIM, 0.719010 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 02515.bmp, PSNR, 31.108538, SSIM, 0.791513 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03143.bmp, PSNR, 35.927590, SSIM, 0.973504 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03152.bmp, PSNR, 36.202021, SSIM, 0.972889 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03168.bmp, PSNR, 25.929795, SSIM, 0.837767 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03584.bmp, PSNR, 31.505313, SSIM, 0.911465 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03848.bmp, PSNR, 45.235440, SSIM, 0.985488 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 03896.bmp, PSNR, 39.330653, SSIM, 0.951513 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04224.bmp, PSNR, 23.444517, SSIM, 0.738469 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.250000, Image_name, 04474.bmp, PSNR, 34.392285, SSIM, 0.955445 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00524.bmp, PSNR, 35.659949, SSIM, 0.947744 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00548.bmp, PSNR, 40.446092, SSIM, 0.973073 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 00794.bmp, PSNR, 37.834081, SSIM, 0.976022 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01078.bmp, PSNR, 35.128831, SSIM, 0.972628 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01102.bmp, PSNR, 33.912638, SSIM, 0.907571 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01112.bmp, PSNR, 32.345478, SSIM, 0.918088 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01792.bmp, PSNR, 40.446092, SSIM, 0.973073 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01847.bmp, PSNR, 32.344401, SSIM, 0.942681 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 01888.bmp, PSNR, 42.299720, SSIM, 0.984242 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 02309.bmp, PSNR, 44.719251, SSIM, 0.986665 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 02514.bmp, PSNR, 25.133799, SSIM, 0.769653 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 02515.bmp, PSNR, 31.911509, SSIM, 0.820538 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03143.bmp, PSNR, 37.587002, SSIM, 0.980768 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03152.bmp, PSNR, 37.941215, SSIM, 0.981015 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03168.bmp, PSNR, 27.188404, SSIM, 0.874147 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03584.bmp, PSNR, 33.026466, SSIM, 0.933893 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03848.bmp, PSNR, 46.315205, SSIM, 0.988264 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 03896.bmp, PSNR, 40.231779, SSIM, 0.959612 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04224.bmp, PSNR, 24.403510, SSIM, 0.784260 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.300000, Image_name, 04474.bmp, PSNR, 35.710724, SSIM, 0.965536 
