Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00689.bmp, PSNR, 21.689301, SSIM, 0.465087 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 00705.bmp, PSNR, 36.115356, SSIM, 0.954128 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01043.bmp, PSNR, 25.016639, SSIM, 0.715324 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01048.bmp, PSNR, 31.278067, SSIM, 0.824672 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01276.bmp, PSNR, 45.596405, SSIM, 0.983668 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01283.bmp, PSNR, 15.724548, SSIM, 0.239210 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 01706.bmp, PSNR, 24.614214, SSIM, 0.587580 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02315.bmp, PSNR, 24.521496, SSIM, 0.490774 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02817.bmp, PSNR, 36.001872, SSIM, 0.897821 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02830.bmp, PSNR, 32.418528, SSIM, 0.869394 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02831.bmp, PSNR, 18.361099, SSIM, 0.401998 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02832.bmp, PSNR, 31.531520, SSIM, 0.842510 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 02917.bmp, PSNR, 21.100887, SSIM, 0.413165 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03337.bmp, PSNR, 23.461678, SSIM, 0.622405 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03400.bmp, PSNR, 27.347892, SSIM, 0.677896 
Denoiser, RCAN_5x5_dilated_17cases, Rate, 0.050000, Image_name, 03403.bmp, PSNR, 28.522508, SSIM, 0.726622 
