224.91,38.139,16.862,10.273,8.0641,7.2483,6.833,6.6681,6.6239,6.5355,6.6055,6.5789,6.6009,6.5178,6.5579,6.614
181.77,32.352,15.448,9.6335,7.796,6.9151,6.5611,6.3791,6.3625,6.3396,6.4054,6.3733,6.4459,6.3781,6.3703,6.4021
211.29,39.882,19.884,12.541,9.7602,8.4442,7.8322,7.4629,7.1299,7.0642,7.0833,7.0828,7.079,7.0919,7.0501,7.0487
271.57,73.275,39.669,26.215,20.305,17.568,15.859,14.729,14.097,13.692,13.687,13.398,13.486,13.36,13.403,13.381
250.94,48.182,21.943,13.17,9.9981,8.6242,7.9347,7.5344,7.3121,7.2238,7.329,7.1733,7.2685,7.2717,7.3449,7.2841
316.23,60.358,32.685,18.449,12.972,10.806,9.8535,8.9725,8.6231,8.2407,8.3445,8.216,8.2074,8.2085,8.1782,8.2305
264.92,45.625,17.89,9.9605,7.3688,6.2152,5.7394,5.5324,5.5069,5.4587,5.5133,5.4832,5.524,5.4844,5.5211,5.5187
316.86,72.688,41.162,25.154,19.485,15.794,13.884,12.511,11.915,11.395,11.326,11.054,11.001,10.87,10.892,10.896
201.28,55.913,30.975,20.56,15.899,13.227,11.796,10.988,10.552,10.382,10.315,10.236,10.143,10.257,10.233,10.282
315.01,63.227,35.873,22.165,16.83,14.049,12.786,11.808,11.27,11.017,11.038,10.845,10.876,10.896,10.845,10.875
245.88,49.432,23.356,13.852,10.67,9.0768,8.3835,7.9077,7.665,7.5471,7.6491,7.5145,7.5208,7.4407,7.4501,7.4727
139.09,43.141,28.914,18.227,13.528,11.456,10.249,9.7022,9.4174,9.21,9.1806,9.0228,8.9197,8.9588,8.96,9.0278
214.84,49.692,25.568,16.045,12.081,10.332,9.5628,9.0689,8.8122,8.5071,8.5651,8.5574,8.5022,8.489,8.5429,8.5571
246.64,47.193,19.659,11.212,8.1817,6.9814,6.5873,6.2881,6.2309,6.2177,6.2963,6.2216,6.2416,6.2129,6.2599,6.2665
317.66,59.551,32.183,18.599,13.786,11.654,10.967,10.609,10.49,10.455,10.561,10.45,10.517,10.557,10.535,10.544
190.04,32.455,14.345,8.5695,6.6902,5.9542,5.7433,5.5308,5.5185,5.5269,5.5829,5.5776,5.5485,5.5256,5.5563,5.6206
251.25,64.035,32.504,19.14,13.839,11.695,10.306,9.6906,9.3708,9.1922,9.2018,9.1046,9.1473,9.1094,9.1528,9.1307
240.51,54.106,28.761,19.641,15.745,14.214,13.322,12.381,12.066,11.919,11.94,11.949,11.979,11.915,11.876,11.975
277.75,62.621,31.039,19.69,15.604,13.447,12.318,11.423,11.13,10.873,10.855,10.774,10.761,10.777,10.754,10.779
261.77,53.119,25.46,15.819,11.523,9.6098,8.9039,8.2642,7.8508,7.7296,7.6971,7.6943,7.6674,7.6142,7.6894,7.6269
225.18,39.418,19.642,14.323,12.772,12.405,12.367,12.339,12.327,12.226,12.376,12.325,12.388,12.242,12.33,12.368
181.97,33.628,18.352,13.883,12.506,12.162,12.141,12.087,12.077,12.081,12.121,12.136,12.199,12.114,12.215,12.19
211.62,41.043,22.203,16.163,14.308,13.371,13.01,12.777,12.594,12.67,12.798,12.808,12.759,12.816,12.73,12.732
271.75,73.835,40.824,28.094,22.697,20.396,19.214,18.308,17.865,17.785,17.95,17.895,17.913,17.865,17.952,17.866
251.22,49.062,24.299,16.694,14.377,13.505,13.164,12.943,12.884,12.9,13.149,12.939,13.008,13.061,13.085,13.072
316.47,61.092,34.17,20.855,16.391,15.308,14.857,14.197,13.882,13.779,14.022,13.812,13.859,13.892,13.931,14.03
265.18,46.632,20.513,14.169,12.523,11.912,11.782,11.746,11.725,11.671,11.768,11.712,11.819,11.739,11.833,11.805
317.1,73.189,42.261,27.326,21.976,19.109,17.52,16.768,16.583,16.388,16.656,16.498,16.518,16.448,16.447,16.534
201.65,56.693,32.456,23.002,18.997,16.638,16.11,15.935,15.768,15.762,15.826,15.798,15.789,15.799,15.749,15.806
315.18,63.91,37.333,24.214,19.669,17.477,16.564,16.173,15.814,15.807,16.055,15.828,15.966,16.056,15.962,16.082
246.12,50.424,25.178,17.06,14.584,13.591,13.268,13.067,13.02,13.027,13.158,12.985,13.069,12.973,12.996,13.05
139.56,43.92,30.506,20.799,17.059,15.65,15.13,15.023,14.944,14.484,14.475,14.203,14.186,14.214,14.304,14.316
215.02,50.462,27.444,18.798,15.79,14.873,14.216,14.04,13.939,13.735,13.916,13.896,13.84,13.79,13.907,13.881
246.81,48.088,21.935,15.034,13.247,12.394,12.412,12.23,12.251,12.286,12.373,12.294,12.373,12.328,12.378,12.342
317.87,60.169,34.142,21.415,17.812,16.154,15.946,15.82,15.855,15.735,16.021,15.735,15.913,15.933,15.862,15.943
190.4,33.813,17.462,13.012,11.973,11.71,11.732,11.594,11.567,11.606,11.72,11.643,11.67,11.657,11.721,11.748
251.48,64.8,33.957,21.529,17.139,15.332,14.741,14.285,13.972,13.88,14.056,13.971,14.07,14.052,14.027,13.978
240.65,54.848,30.343,22.515,19.214,17.66,17.129,16.764,16.614,16.664,16.787,16.841,16.885,16.81,16.816,16.896
278.03,63.27,32.629,22.396,18.959,17.294,16.502,16.148,16.145,16.085,16.22,16.14,16.057,16.022,16.107,16.064
262.04,54.031,27.311,18.703,15.396,14.398,13.94,13.424,13.252,13.274,13.361,13.407,13.388,13.307,13.32,13.315
225.64,41.627,23.71,19.637,18.761,18.648,18.715,18.782,18.778,18.663,18.757,18.7,18.792,18.626,18.785,18.818
182.42,36.008,22.8,19.34,18.594,18.586,18.682,18.536,18.514,18.45,18.591,18.58,18.734,18.605,18.626,18.666
212.15,43.054,26.112,21.129,19.851,19.345,19.252,19.09,19.04,19.021,19.203,19.164,19.196,19.307,19.117,19.163
272.08,74.934,42.869,31.115,26.821,24.767,23.944,23.296,23.077,23.055,23.287,23.336,23.351,23.437,23.442,23.408
251.66,50.754,27.956,21.536,19.961,19.518,19.355,19.213,19.224,19.238,19.544,19.273,19.287,19.389,19.465,19.468
316.84,62.39,36.733,24.934,21.369,20.678,20.591,20.487,20.404,20.381,20.624,20.509,20.591,20.559,20.586,20.574
265.61,48.499,24.632,19.585,18.696,18.338,18.43,18.386,18.443,18.322,18.383,18.372,18.427,18.439,18.489,18.437
317.48,74.161,44.452,30.59,26.432,23.825,23.054,22.523,22.665,22.403,22.672,22.612,22.638,22.609,22.62,22.547
202.22,58.128,34.934,26.861,23.497,22.162,21.772,21.566,21.549,21.531,21.564,21.506,21.484,21.638,21.527,21.667
315.48,65.144,39.709,27.824,23.988,22.459,21.958,21.858,21.529,21.655,21.943,21.581,21.781,21.884,21.695,21.912
246.53,52.164,28.523,21.862,20.142,19.538,19.348,19.311,19.38,19.428,19.65,19.429,19.539,19.33,19.42,19.424
140.34,45.416,33.247,24.891,21.835,21.036,20.587,20.531,20.414,20.458,20.702,20.392,20.295,20.404,20.574,20.618
215.38,51.954,30.506,23.498,21.124,20.374,20.261,20.286,20.207,20.106,20.474,20.384,20.207,20.251,20.285,20.338
247.15,49.784,25.779,20.263,19.032,18.715,18.943,18.778,18.714,18.732,18.943,18.766,18.92,18.882,18.928,18.871
