Denoiser, DnCNN_17Layers_10cases, Rate, 0.050000, Image_name, 00171.bmp, PSNR, 30.330832, SSIM, 0.878617 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00173.bmp, PSNR, 29.320682, SSIM, 0.817391 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00180.bmp, PSNR, 23.954913, SSIM, 0.842046 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00598.bmp, PSNR, 35.189184, SSIM, 0.959350 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00602.bmp, PSNR, 30.065269, SSIM, 0.898357 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00604.bmp, PSNR, 26.721327, SSIM, 0.744180 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00741.bmp, PSNR, 26.416403, SSIM, 0.792776 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00790.bmp, PSNR, 40.598068, SSIM, 0.983298 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00880.bmp, PSNR, 28.056430, SSIM, 0.871284 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00892.bmp, PSNR, 28.753510, SSIM, 0.917510 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 00986.bmp, PSNR, 34.337559, SSIM, 0.942275 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01544.bmp, PSNR, 25.906390, SSIM, 0.863476 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 01594.bmp, PSNR, 26.858463, SSIM, 0.760190 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03266.bmp, PSNR, 40.285642, SSIM, 0.957033 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03275.bmp, PSNR, 27.277570, SSIM, 0.838260 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03499.bmp, PSNR, 40.380468, SSIM, 0.958072 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 03906.bmp, PSNR, 33.222997, SSIM, 0.884177 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04076.bmp, PSNR, 25.848723, SSIM, 0.776010 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04519.bmp, PSNR, 21.618773, SSIM, 0.649509 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.150000, Image_name, 04735.bmp, PSNR, 35.240186, SSIM, 0.931841 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00171.bmp, PSNR, 38.765352, SSIM, 0.967497 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00173.bmp, PSNR, 30.718295, SSIM, 0.846726 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00180.bmp, PSNR, 26.725439, SSIM, 0.911295 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00598.bmp, PSNR, 37.772814, SSIM, 0.973311 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00602.bmp, PSNR, 32.405695, SSIM, 0.935774 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00604.bmp, PSNR, 28.264819, SSIM, 0.809311 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00741.bmp, PSNR, 29.147111, SSIM, 0.879220 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00790.bmp, PSNR, 43.137276, SSIM, 0.989697 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00880.bmp, PSNR, 30.323615, SSIM, 0.918281 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00892.bmp, PSNR, 31.587015, SSIM, 0.947833 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 00986.bmp, PSNR, 37.003896, SSIM, 0.965655 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01544.bmp, PSNR, 28.064823, SSIM, 0.910118 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 01594.bmp, PSNR, 28.182845, SSIM, 0.807178 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03266.bmp, PSNR, 41.499512, SSIM, 0.964667 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03275.bmp, PSNR, 29.342682, SSIM, 0.888004 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03499.bmp, PSNR, 41.764955, SSIM, 0.966345 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 03906.bmp, PSNR, 35.333419, SSIM, 0.921537 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04076.bmp, PSNR, 26.926551, SSIM, 0.798546 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04519.bmp, PSNR, 22.480022, SSIM, 0.688609 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.200000, Image_name, 04735.bmp, PSNR, 37.345822, SSIM, 0.954246 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00171.bmp, PSNR, 40.345853, SSIM, 0.975065 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00173.bmp, PSNR, 31.717010, SSIM, 0.862798 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00180.bmp, PSNR, 27.853006, SSIM, 0.931278 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00598.bmp, PSNR, 39.859632, SSIM, 0.981956 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00602.bmp, PSNR, 34.657729, SSIM, 0.957129 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00604.bmp, PSNR, 29.446974, SSIM, 0.848530 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00741.bmp, PSNR, 31.662809, SSIM, 0.922908 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00790.bmp, PSNR, 45.075797, SSIM, 0.992543 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00880.bmp, PSNR, 32.346567, SSIM, 0.947593 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00892.bmp, PSNR, 34.010143, SSIM, 0.967242 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 00986.bmp, PSNR, 39.401484, SSIM, 0.978833 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 01544.bmp, PSNR, 30.228993, SSIM, 0.941554 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 01594.bmp, PSNR, 29.344845, SSIM, 0.843268 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03266.bmp, PSNR, 42.470383, SSIM, 0.970190 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03275.bmp, PSNR, 31.128469, SSIM, 0.919072 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03499.bmp, PSNR, 42.785534, SSIM, 0.972109 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 03906.bmp, PSNR, 37.054155, SSIM, 0.944094 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 04076.bmp, PSNR, 27.959909, SSIM, 0.822053 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 04519.bmp, PSNR, 24.097396, SSIM, 0.763406 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.250000, Image_name, 04735.bmp, PSNR, 38.991332, SSIM, 0.966715 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00171.bmp, PSNR, 41.557553, SSIM, 0.979285 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00173.bmp, PSNR, 32.565026, SSIM, 0.877792 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00180.bmp, PSNR, 28.946553, SSIM, 0.944918 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00598.bmp, PSNR, 41.780897, SSIM, 0.986930 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00602.bmp, PSNR, 36.723413, SSIM, 0.970997 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00604.bmp, PSNR, 30.634360, SSIM, 0.882469 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00741.bmp, PSNR, 33.486430, SSIM, 0.943758 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00790.bmp, PSNR, 46.370003, SSIM, 0.993902 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00880.bmp, PSNR, 34.515548, SSIM, 0.964196 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00892.bmp, PSNR, 36.620648, SSIM, 0.979991 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 00986.bmp, PSNR, 41.308044, SSIM, 0.985337 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 01544.bmp, PSNR, 31.965544, SSIM, 0.958295 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 01594.bmp, PSNR, 30.308484, SSIM, 0.869332 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03266.bmp, PSNR, 43.258716, SSIM, 0.974221 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03275.bmp, PSNR, 32.594955, SSIM, 0.938947 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03499.bmp, PSNR, 43.809001, SSIM, 0.977027 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 03906.bmp, PSNR, 38.391656, SSIM, 0.957146 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 04076.bmp, PSNR, 30.383547, SSIM, 0.875337 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 04519.bmp, PSNR, 24.767379, SSIM, 0.780970 
Denoiser, DnCNN_17Layers_10cases, Rate, 0.300000, Image_name, 04735.bmp, PSNR, 40.246282, SSIM, 0.974050 
