0.10174,0.061415,0.038253,0.029147,0.025346,0.023255,0.022303,0.021812,0.021555,0.021428,0.021358,0.021316,0.021281,0.021266,0.02128,0.021271
0.079882,0.038768,0.024487,0.018975,0.016558,0.015351,0.014654,0.014256,0.014031,0.013908,0.013814,0.013764,0.013733,0.01372,0.013707,0.013704
0.12017,0.055648,0.03516,0.026127,0.021858,0.019635,0.018421,0.017637,0.017165,0.016864,0.016695,0.016597,0.016524,0.016486,0.016462,0.016457
0.14064,0.071361,0.046904,0.036111,0.02991,0.026854,0.02475,0.023362,0.022409,0.021784,0.021388,0.021125,0.020981,0.020869,0.020803,0.020754
0.1033,0.051169,0.034995,0.028836,0.025908,0.024599,0.024047,0.023845,0.023752,0.023718,0.023671,0.023663,0.023656,0.023663,0.023658,0.023654
0.10301,0.062916,0.047373,0.040616,0.037909,0.034417,0.033072,0.032673,0.032678,0.032666,0.03252,0.032537,0.032507,0.032542,0.032549,0.032547
0.079882,0.038768,0.024487,0.018975,0.016558,0.015351,0.014654,0.014256,0.014031,0.013908,0.013814,0.013764,0.013733,0.01372,0.013707,0.013704
0.1389,0.074694,0.052001,0.04152,0.035969,0.032514,0.030641,0.029646,0.028986,0.028542,0.02824,0.028017,0.027863,0.027754,0.027686,0.027655
0.086668,0.041426,0.025794,0.019505,0.016443,0.014844,0.013926,0.013448,0.013134,0.012971,0.012864,0.012809,0.01278,0.012766,0.01276,0.012761
0.097127,0.047659,0.023459,0.015943,0.013115,0.011901,0.011369,0.011142,0.011058,0.011014,0.010998,0.010991,0.010984,0.010982,0.01098,0.01098
0.10917,0.086507,0.071569,0.064979,0.062146,0.060897,0.059525,0.058697,0.058259,0.05795,0.057803,0.057745,0.05774,0.057735,0.057715,0.057685
0.075564,0.042475,0.034745,0.031408,0.030695,0.030583,0.030567,0.030521,0.030531,0.030512,0.030494,0.030517,0.030474,0.030483,0.030484,0.030483
0.14059,0.06807,0.040985,0.030179,0.02459,0.02148,0.019667,0.018711,0.018053,0.01761,0.017296,0.017096,0.016988,0.01693,0.016887,0.016865
0.11472,0.069814,0.042176,0.030642,0.024516,0.021418,0.019711,0.01883,0.018264,0.017843,0.017532,0.017281,0.017142,0.017059,0.016994,0.016943
0.10953,0.073439,0.061132,0.059401,0.059292,0.059349,0.059213,0.059388,0.059358,0.059218,0.059166,0.059243,0.05923,0.05925,0.059129,0.059061
0.12369,0.068919,0.047151,0.037772,0.032678,0.029861,0.029088,0.028417,0.027848,0.027409,0.027151,0.026957,0.026865,0.026777,0.026736,0.026702
0.086445,0.04374,0.018246,0.012306,0.010694,0.010335,0.010236,0.010223,0.010223,0.010225,0.010216,0.010217,0.010212,0.010211,0.010212,0.010218
0.090836,0.047353,0.023769,0.017019,0.014845,0.014,0.013624,0.013477,0.01342,0.013395,0.013385,0.013382,0.013383,0.013382,0.013382,0.013382
0.14047,0.096045,0.078239,0.071006,0.067641,0.06629,0.0656,0.065312,0.065205,0.065182,0.065099,0.0651,0.06505,0.065023,0.064989,0.064982
0.10898,0.060524,0.041008,0.031919,0.026864,0.024039,0.022319,0.021299,0.020726,0.020392,0.020194,0.020082,0.020015,0.019987,0.019969,0.019951
