1.3248,0.2018,0.42397,0.12163,0.27473,0.078335,0.17694,0.060625,0.13571,0.052174,0.11613,0.047575,0.10508,0.044616,0.099976,0.042838,0.097016,0.041781,0.09465,0.041044,0.093208,0.040623,0.093241,0.040363,0.091508,0.040209,0.090907,0.040111,0.090293,0.040029,0.090445,0.039975,0.09143,0.039944,0.090721,0.039923,0.090521,0.039906,0.090387,0.039889,0.089003,0.039875,10.206
1.0986,0.13565,0.33121,0.08979,0.2023,0.058618,0.12934,0.045186,0.10175,0.038668,0.086931,0.035422,0.07779,0.033556,0.072761,0.032422,0.070798,0.031682,0.069769,0.031253,0.069701,0.030993,0.068894,0.030836,0.068366,0.030741,0.06695,0.030715,0.066007,0.030708,0.066833,0.030688,0.065898,0.030683,0.066163,0.030679,0.066863,0.030674,0.066532,0.030675,0.066949,0.030675,7.846
1.1207,0.093029,0.20608,0.059185,0.13249,0.044418,0.099569,0.038479,0.087103,0.035617,0.080777,0.034181,0.077935,0.033432,0.075294,0.033033,0.073344,0.032849,0.072872,0.032744,0.071989,0.032661,0.071785,0.03264,0.072185,0.032613,0.072527,0.032603,0.072069,0.0326,0.072721,0.032588,0.07315,0.032581,0.072017,0.032588,0.072925,0.032585,0.072951,0.032583,0.072291,0.032589,8.3354
1.6221,0.13876,0.31092,0.080914,0.18121,0.058684,0.13124,0.049081,0.1105,0.044283,0.099583,0.041563,0.093602,0.04001,0.090831,0.039114,0.088238,0.038628,0.087885,0.038314,0.086398,0.038134,0.085047,0.038039,0.084848,0.037976,0.084648,0.037949,0.08565,0.03792,0.084934,0.037903,0.085981,0.037889,0.086515,0.037882,0.085946,0.037877,0.086287,0.037873,0.085654,0.037874,9.6947
1.0647,0.083554,0.18004,0.046695,0.10422,0.034265,0.077202,0.029468,0.066523,0.02728,0.061805,0.026277,0.058515,0.025729,0.057314,0.025479,0.057224,0.025347,0.056641,0.025274,0.057416,0.025231,0.057063,0.025211,0.056663,0.025191,0.056844,0.025181,0.056403,0.025178,0.055879,0.025179,0.05632,0.025175,0.057697,0.025167,0.057923,0.025162,0.057385,0.025162,0.057495,0.02516,6.4406
1.2244,0.072801,0.1591,0.029049,0.064732,0.016576,0.037787,0.012736,0.029359,0.011282,0.025571,0.010574,0.023084,0.010203,0.022125,0.010021,0.021535,0.0099207,0.021558,0.0098535,0.021175,0.0098322,0.02133,0.0098096,0.021155,0.0098021,0.021183,0.0097989,0.021339,0.0097982,0.021404,0.0097941,0.021334,0.0097972,0.021336,0.0097988,0.021468,0.009798,0.020931,0.0098,0.021328,0.0098007,2.4968
1.0972,0.10445,0.21376,0.059169,0.13057,0.044037,0.097461,0.038295,0.084445,0.035565,0.080107,0.034221,0.077261,0.033553,0.075513,0.033192,0.073431,0.032923,0.073295,0.032795,0.073588,0.032745,0.073487,0.032716,0.072826,0.032691,0.073297,0.032686,0.072995,0.032668,0.07352,0.032667,0.073354,0.032667,0.073485,0.032667,0.07379,0.032673,0.073571,0.032672,0.074092,0.032679,8.3623
1.1828,0.10924,0.23372,0.061616,0.13682,0.040997,0.09179,0.032173,0.071743,0.027491,0.061375,0.024828,0.055728,0.023164,0.052133,0.022118,0.050036,0.021449,0.048695,0.021025,0.047098,0.020753,0.046479,0.020566,0.046245,0.020443,0.045961,0.020353,0.04606,0.020289,0.046285,0.020252,0.046036,0.020229,0.045948,0.020222,0.045779,0.020218,0.045497,0.020216,0.045305,0.020218,5.1701
0.91323,0.073733,0.1715,0.044853,0.10142,0.032248,0.072112,0.026691,0.059081,0.023852,0.052308,0.022254,0.048367,0.021324,0.046666,0.020752,0.046397,0.020412,0.045988,0.020197,0.045026,0.020052,0.044548,0.019951,0.044249,0.019876,0.044065,0.019825,0.044177,0.019784,0.044234,0.019758,0.044385,0.019744,0.044194,0.019737,0.043982,0.019734,0.043604,0.019736,0.043276,0.01974,5.0467
1.1403,0.093108,0.21054,0.061897,0.13901,0.049042,0.10998,0.044224,0.098663,0.042034,0.093539,0.040953,0.091421,0.04043,0.089623,0.040187,0.089763,0.040073,0.089747,0.040018,0.090562,0.039989,0.089235,0.039969,0.088697,0.039967,0.088917,0.039969,0.08977,0.039972,0.089853,0.039971,0.08943,0.03997,0.089382,0.03997,0.088813,0.03997,0.089497,0.039972,0.089129,0.039972,10.232
